ܡܢ
ܢܤܒ
ܬܪܥܐ
ܚܕܬܐ
ܤܓܝܐܬܐ
ܐܤܝܪܐ
ܪܫܐ
ܐܡܪܬ
ܘܗܢܘܢ
ܟܬܒܐ
ܘܐܝܠܝܢ
ܕܐܪܥܐ
ܠܓܒܪܐ
ܢܦܩ
ܡܘܫܐ
ܕܝܠܝ
ܫܠܝܚܐ
ܚܛܝܬܐ
ܦܐܪܐ
ܒܬܪܗ
ܒܝܫܐ
ܕܪܘܚܐ
ܕܫܡܗ
ܘܐܢܐ
ܕܝܢܐ
ܕܗܘܐ
ܘܐܙܠ
ܥܡܝ
ܕܟܬܝܒ
ܕܚܝܐ
ܝܬܝܪ
ܐܡܪܘ
ܦܪܝܫܐ
ܘܢܦܩ
ܘܝܗܒ
ܘܝ
ܟܠܢܫ
ܡܟܝܠ
ܛܒ
ܝܘܡܝܢ
ܒܟܠܗ
ܫܠܡܐ
ܡܫܟܚܝܢ
ܫܘܠܛܢܐ
ܡܝܐ
ܠܡܢ
ܥܒܕܝܢ
ܛܒܬܐ
ܠܡܢܐ
ܘܬܘܒ
ܠܒܝܬ
ܬܚܝܬ
ܕܝܗܒ
ܒܝܘܡܐ
ܡܗܝܡܢܐ
ܒܡܪܢ
ܐܝܬܝܗܘܢ
ܩܪܒ
ܢܦܠ
ܒܐܪܥܐ
ܪܡܐ
ܦܓܪܐ
ܟܠܟܘܢ
ܐܠܘ
ܠܟܠܗܘܢ
ܪܒܬܐ
ܠܥܠܡܐ
ܐܬܘ
ܕܒܫܡܝܐ
ܕܨܒܐ
ܚܝܠܐ
ܕܡܝܐ
ܘܡܛܠ
ܫܒܥܐ
ܩܠܝܠ
ܡܗܝܡܢ
ܕܗܠܝܢ
ܦܘܩܕܢܐ
ܒܥܝܢ
ܠܬܠܡܝܕܘܗܝ
ܬܪܥܤܪ
ܒܝܬܐ
ܟܠܡܕܡ
ܕܡܬܩܪܐ
ܐܘܪܫܠܡ
ܫܢܝܢ
ܐܬܝܬ
ܕܡܘܬܐ
ܐܡܬܝ
ܐܝܤܪܝܠ
ܫܠܝܛ
ܗܪܟܐ
ܒܝܫܘܥ
ܥܕܬܐ
ܫܡܗ
ܝܡܐ
ܬܗܘܘܢ
ܐܝܕܗ
ܘܒܗ
ܕܐܝܟ
ܡܠܦܢܐ
ܩܐܡ
ܘܐܚܪܢܐ
ܠܗܢܐ
ܙܒܢܝܢ
ܕܢܗܘܘܢ
ܒܐܝܕܗ
ܒܡܫܝܚܐ
ܒܪܐ
ܠܥܠ
ܕܒܝܬ
ܠܘܬܝ
ܒܝܬܗ
ܐܡܪܐ
ܐܝܬܝܗ
ܝܕܥܝܢܢ
ܡܘܬܐ
ܩܕܝܡ
ܘܐܝܟ
ܐܘܠܕ
ܫܪܒܬܐ
ܠܡܥܒܕ
ܠܘܩܒܠ
ܒܐܦܐ
ܢܫܐ
ܒܪܡ
ܠܘܬܗܘܢ
ܒܫܡܗ
ܫܪܪܐ
ܕܝܠܢ
ܕܗܐ
ܟܬܝܒ
ܢܘܗܪܐ
ܒܫܠܡܐ
ܨܒܝܢܗ
ܘܚܙܐ
ܫܥܬܐ
ܡܗܝܡܢܝܢ
ܒܐܘܪܚܐ
ܠܡܕܝܢܬܐ
ܘܕܠܐ
ܫܦܝܪ
ܕܡܕܡ
ܐܠܦܝܢ
ܕܚܕ
ܕܢܡܘܤܐ
ܒܗܕܐ
ܠܦܘܠܘܤ
ܡܪܝܡ
ܩܪܐ
ܥܬܝܕ
ܐܬܪܐ
ܘܗܝܕܝܢ
ܐܚܘܗܝ
ܥܠܡܝܢ
ܫܐܠܘ
ܘܩܡ
ܕܝܠܟܘܢ
ܕܥܬܝܕ
ܡܬܠܐ
ܕܒܢܝܢܫܐ
ܒܟܠܙܒܢ
ܕܐܢܬܘܢ
ܕܐܢܫ
ܒܢ
ܡܝܬ
ܢܦܫܟ
ܒܝܡܐ
ܠܟܢܫܐ
ܐܚܪܝܐ
ܐܝܢ
ܕܝܠܗ
ܐܘܪܚܐ
ܒܡܠܬܐ
ܩܕܡܘܗܝ
ܪܫܗ
ܘܡܚܕܐ
ܘܦܪܝܫܐ
ܠܡܐܡܪ
ܗܝܟܠܐ
ܠܗܢܘܢ
ܫܥܬܗ
ܪܓܠܘܗܝ
ܬܠܬܐ
ܩܫܝܫܐ
ܢܚܐ
ܒܩܠܐ
ܫܘܒܚܐ
ܕܕܘܝܕ
ܘܤܦܪܐ
ܐܒܘܗܝ
ܕܝܘܚܢܢ
ܢܬܠ
ܠܝܘܡܐ
ܠܚܝܐ
ܫܦܝܪܐ
ܩܒܘܪܐ
ܚܛܗܐ
ܫܕܪ
ܠܡܘܬܐ
ܥܒܕܘܗܝ
ܒܥܠܡܐ
ܩܝܡܝܢ
ܘܒܥܝܢ
ܠܐܢܫ
ܬܫܒܘܚܬܐ
ܟܘܪܤܝܐ
ܕܢܒܝܐ
ܕܐܝܠܝܢ
ܗܪܘܕܤ
ܘܟܠܗ
ܛܠܝܐ
ܕܒܪܗ
ܒܬܪܝ
ܡܫܟܚܐ
ܒܗܘ
ܠܗܝܢ
ܕܢܐܬܐ
ܨܒܝܢ
ܢܦܫܝ
ܘܠܝܘܡܐ
ܡܠܦ
ܗܝܡܢܘ
ܒܐܘܪܫܠܡ
ܪܘܚܗ
ܤܒܪܐ
ܚܘܒܐ
ܘܗܫܐ
ܥܒܕܘ
ܠܛܘܪܐ
ܒܪܘܚ
ܡܠܟܘܬܗ
ܕܓܠܐ
ܥܠܝܗ
ܘܦܩܕ
ܠܟܝ
ܕܗܟܢܐ
ܫܡܥܝܢ
ܘܟܠܗܘܢ
ܫܪܝܪܐܝܬ
ܒܗܝܟܠܐ
ܒܢܡܘܤܐ
ܘܠܐܝܠܝܢ
ܕܐܝܬܝܗܘܢ
ܘܫܕܪ
ܙܠܘ
ܘܐܙܠܘ
ܝܬܒ
ܕܗܢܘܢ
ܠܒܢܝܢܫܐ
ܡܢܟ
ܐܒܘܢ
ܠܒܪܗ
ܐܟܠ
ܤܛܢܐ
ܙܒܢ
ܘܥܢܐ
ܘܠܝܬ
ܥܕܟܝܠ
ܡܠܬܗ
ܘܚܙܝܬ
ܝܗܘܕܐ
ܚܙܝܢ
ܒܠܠܝܐ
ܢܗܘܝܢ
ܥܠܝܟ
ܩܪܒܘ
ܥܒܪ
ܤܠܩ
ܙܥܘܪܐ
ܬܐ
ܙܠ
ܫܒܩ
ܡܘܗܒܬܐ
ܢܐܬܐ
ܡܩܒܠ
ܢܐܡܪ
ܘܫܠܡܐ
ܚܡܫܐ
ܫܪܐ
ܐܬܘܬܐ
ܕܐܡܪܝܢ
ܕܐܢܬ
ܘܡܕܡ
ܘܒܬܪ
ܢܥܒܕ
ܕܩܝܡܝܢ
ܘܚܕ
ܘܤܓܝܐܐ
ܬܠܬ
ܕܡܗܝܡܢ
ܪܥܝܢܐ
ܠܟܠ
ܘܐܢܬܘܢ
ܠܡܪܢ
ܟܘܡܪܐ
ܐܒܪܗܡ
ܐܡܗ
ܥܡܢ
ܐܬܚܙܝ
ܐܙܠܘ
ܐܚܪܬܐ
ܒܪܝ
ܚܒܝܒܐ
ܦܘܡܗ
ܐܚܝܢ
ܕܐܝܬܝܗ
ܫܐܕܐ
ܫܠܡ
ܚܡܪܐ
ܤܡܝܐ
ܘܒܪ
ܕܪܒ
ܙܪܥܐ
ܐܝܡܟܐ
ܘܐܡܪܐ
ܤܒܪ
ܘܩܫܝܫܐ
ܚܛܝܐ
ܡܐܢܐ
ܐܝܬܝ
ܒܚܕ
ܕܡܡܠܠ
ܐܢܬܬܗ
ܕܐܬܐܡܪ
ܩܘܡ
ܬܪܬܝܢ
ܕܐܒܐ
ܘܩܪܒ
ܕܝܬܒ
ܡܚܕܐ
ܘܥܒܕ
ܥܠܝܢ
ܡܠܠ
ܟܪܝܗܐ
ܡܡܠܠܝܢ
ܠܫܡܝܐ
ܘܢܦܩܘ
ܕܙܒܢܐ
ܘܫܪܝ
ܕܥܡܡܐ
ܒܟܬܒܐ
ܦܨܚܐ
ܐܢܫܝܢ
ܕܩܕܝܫܐ
ܠܫܡܥܘܢ
ܕܚܠܬܐ
ܟܬܒ
ܤܗܕܘܬܐ
ܡܢܢ
ܝܥܩܘܒ
ܕܘܝܕ
ܘܡܐ
ܠܐܬܪܐ
ܘܢܦܠ
ܫܘܐ
ܝܕ
ܕܬܗܘܘܢ
ܘܩܪܐ
ܪܚܡܐ
ܕܚܙܐ
ܒܥܘ
ܘܒܥܐ
ܠܒܝܬܗ
ܘܢܗܘܐ
ܐܦܢ
ܡܪܐ
ܚܒܝܒܝ
ܕܚܙܝܢ
ܐܘܠܨܢܐ
ܘܐܬܝܗܒ
ܐܠܦܐ
ܕܫܡܥܘ
ܒܟ
ܐܬܝܢ
ܕܘܠܐ
ܝܕܥܘ
ܒܗܠܝܢ
ܒܗܢܐ
ܩܕܡܝܬܐ
ܕܫܕܪܢܝ
ܚܝܘܬܐ
ܘܥܡ
ܠܟܠܢܫ
ܢܘܪܐ
ܕܚܢܢ
ܘܗܟܢܐ
ܢܦܫܗܘܢ
ܕܫܪܪܐ
ܒܗܝܢ
ܘܗܘܝܬܘܢ
ܠܒܝܬܐ
ܒܡܕܝܢܬܐ
ܕܡܬܩܪܝܐ
ܫܪܝ
ܛܘܪܐ
ܕܢܘܪܐ
ܕܬܗܘܐ
ܝܘܡܢܐ
ܐܙܕܗܪܘ
ܡܪܗ
ܟܤܐ
ܕܫܡܥܝܢ
ܒܫܒܬܐ
ܠܡܐܟܠ
ܥܡܟ
ܫܡܫܐ
ܕܒܝܫ
ܦܬܓܡܐ
ܐܬܬ
ܦܬܚ
ܕܝܡܐ
ܥܬܝܪܐ
ܒܝܢܬܟܘܢ
ܕܗܢܐ
ܐܦܝ
ܠܥܡܐ
ܢܦܫܟܘܢ
ܢܛܪ
ܡܤܗܕ
ܫܪܝܪܐ
ܠܘ
ܕܠܗ
ܝܘܤܦ
ܘܐܬܝܢ
ܬܘ
ܕܒܪ
ܠܐܪܥܐ
ܡܢܝ
ܦܩܚ
ܐܬܪ
ܩܪܝܬܐ
ܢܚܬ
ܦܩܕ
ܕܝܘܐ
ܕܓܒܪܐ
ܕܗܘܝܘ
ܚܟܡܬܐ
ܕܥܡܗ
ܠܒܐ
ܘܫܩܠ
ܠܟܐܦܐ
ܒܝܢܬܗܘܢ
ܘܐܝܟܢܐ
ܕܟܠܗܘܢ
ܘܐܝܢܐ
ܥܕ
ܒܐܠܗܐ
ܕܩܕܡ
ܥܠܬܐ
ܒܓܠܐ
ܟܕܘ
ܘܗܕܐ
ܒܚܝܠܐ
ܫܒܥ
ܛܝܒܘܬܗ
ܓܙܘܪܬܐ
ܕܗܝܡܢܘܬܐ
ܕܕܗܒܐ
ܕܐܒܪܗܡ
ܕܥܡܐ
ܘܩܪܒܘ
ܕܢܐܙܠ
ܕܓܠܝܠܐ
ܕܢܐܡܪ
ܠܐܚܘܗܝ
ܡܟܤܐ
ܒܟܢܘܫܬܐ
ܝܬܝܪܐ
ܠܓܘ
ܘܗܘܬ
ܒܫܥܬܐ
ܩܢܛܪܘܢܐ
ܢܐܬܘܢ
ܒܗܝ
ܡܦܩ
ܢܦܩܘ
ܛܢܦܬܐ
ܫܩܠ
ܘܥܕܡܐ
ܨܒܝܢܐ
ܠܥܡܡܐ
ܠܡܠܬܐ
ܕܢܤܒ
ܙܕܝܩܐ
ܝܘܠܦܢܐ
ܡܬܚܙܐ
ܠܗܝܟܠܐ
ܠܐܚܪܢܐ
ܕܗܝ
ܕܐܝܟܢܐ
ܐܟܚܕܐ
ܢܨܪܝܐ
ܕܝܕܥܝܢ
ܡܨܠܐ
ܡܗܠܟܝܢ
ܟܢܘܫܬܐ
ܥܒܕܗ
ܐܚܪܝܢ
ܒܕܡܘܬܐ
ܫܪܒܬܗ
ܚܤ
ܘܫܡܥܬ
ܒܒܤܪ
ܘܬܡܢ
ܒܡܝܐ
ܐܪܒܥܝܢ
ܡܗܠܟ
ܕܒܢܝ
ܕܪܚܡ
ܫܐܠܝܢ
ܐܒܘܟܘܢ
ܠܒܢܝ
ܢܦܫܐ
ܘܤܠܩ
ܒܢܦܫܗܘܢ
ܠܗܠܝܢ
ܕܝܠܗܘܢ
ܠܗܫܐ
ܘܝܬܒ
ܥܘܠܐ
ܠܘܬܢ
ܒܠܚܘܕܘܗܝ
ܠܘܬܟ
ܕܬܠܬܐ
ܥܢܢܐ
ܘܢܤܒ
ܐܥܒܕ
ܕܝܠܟ
ܦܠܚܐ
ܫܪܟܐ
ܕܝܕܥ
ܕܡܘܫܐ
ܘܗܠܝܢ
ܝܗܒܬ
ܠܠܝܐ
ܕܩܐܡ
ܤܗܕܐ
ܒܚܕܐ
ܩܥܐ
ܦܓܪܗ
ܕܘܟܬܐ
ܕܐܬܝܗܒܬ
ܡܐܟܘܠܬܐ
ܐܝܕܝܐ
ܡܤܒܪ
ܪܚܡ
ܕܡܕܝܢܬܐ
ܐܠܦ
ܒܥܒܕܐ
ܕܪܝܫ
ܒܤܪܐ
ܡܘܠܟܢܐ
ܢܦܫܢ
ܠܚܝܘܬܐ
ܠܡܫܝܚܐ
ܟܐܢܐ
ܡܥܡܕܢܐ
ܕܩܪܐ
ܝܗܘܕ
ܠܐܒܪܗܡ
ܤܝܡ
ܒܢܘܪܐ
ܘܐܢܬ
ܟܐܢܘܬܐ
ܠܡܪܝܐ
ܠܓܠܝܠܐ
ܘܐܪܥܐ
ܫܡܥܬܘܢ
ܗܒ
ܕܫܦܝܪ
ܢܤܒܝ
ܡܕܝܢ
ܒܒܝܬܐ
ܕܬܕܥܘܢ
ܡܫܕܪ
ܕܫܒܬܐ
ܐܕܢܐ
ܐܪܙܐ
ܦܝܠܝܦܘܤ
ܕܢܦܫܗ
ܘܩܠܐ
ܥܝܢܝܗܘܢ
ܗܝܡܢܘܬܟܘܢ
ܕܡܗܝܡܢܝܢ
ܒܤܪ
ܫܥܝܢ
ܡܫܡܫܢܐ
ܚܝܠܗ
ܐܬܟܢܫܘ
ܫܐܠ
ܤܒܪܝܢ
ܕܬܪܬܝܢ
ܒܒܝܬܗ
ܪܒܢ
ܝܡܝܢܐ
ܠܟܠܗ
ܒܥܓܠ
ܐܙܠܝܢ
ܒܪܝܬܐ
ܐܚܝܕ
ܚܕܘܬܐ
ܤܐܡ
ܕܒܤܪܐ
ܚܙܝܬ
ܠܝܗܘܕܝܐ
ܡܩܘܐ
ܡܠܠܬ
ܟܬܒܬ
ܚܘܒܗ
ܕܚܙܘ
ܩܘܪܒܢܐ
ܒܝܘܡܬܐ
ܛܝܒܘ
ܕܡܫܟܚ
ܕܛܒ
ܘܝܘܚܢܢ
ܘܡܠܦ
ܕܢܥܒܕ
ܥܝܢܐ
ܐܓܪܐ
ܘܢܒܝܐ
ܕܐܡܪܐ
ܕܐܒܝ
ܕܫܡܥ
ܚܠܐ
ܘܟܐܐ
ܚܙܐܘܗܝ
ܥܪܒܐ
ܐܠܝܐ
ܢܫܡܥ
ܚܛܗܝܢ
ܗܘܝܘ
ܕܢܦܠ
ܢܐܙܠ
ܐܫܟܚ
ܘܚܪ
ܘܒܪܟ
ܐܟܠܝܢ
ܒܐܝܕܝ
ܒܫܡܝ
ܕܢܬܠ
ܘܤܡ
ܒܬܐ
ܥܢܝܐ
ܘܚܙܘ
ܕܟܐܢܘܬܐ
ܠܥܒܕܘܗܝ
ܡܡܬܘܡ
ܕܡܝܬܐ
ܩܕܝܫܬܐ
ܕܫܡܥܘܢ
ܚܝܒ
ܕܐܝܤܪܝܠ
ܚܝ
ܘܪܘܚܐ
ܠܗܕܐ
ܚܙܝܗܝ
ܠܐܝܟܐ
ܥܝܢܘܗܝ
ܘܡܪܢ
ܡܬܛܦܝܤܝܢ
ܘܒܢܝ
ܕܝܘܡܐ
ܡܚܒ
ܕܦܓܪܐ
ܘܚܢܢ
ܕܟܝܐ
ܕܝܗܒܬ
ܠܥܕܬܐ
ܕܥܕܬܐ
ܒܚܘܒܐ
ܒܠܫܢܐ
ܒܐܝܢܐ
ܢܬܩܪܐ
ܠܬܡܢ
ܐܝܠܢܐ
ܓܠܝܠܐ
ܐܟܠܩܪܨܐ
ܨܝܕܐ
ܛܘܒܝܗܘܢ
ܕܨܒܝܢ
ܠܡܠܟܘܬܐ
ܕܤܓܝܐܐ
ܒܢܦܫܗ
ܕܝܬܝܪ
ܬܕܚܠܘܢ
ܠܐܝܢܐ
ܫܬܐ
ܠܐܒܐ
ܩܠܗ
ܕܢܥܘܠ
ܠܡܡܠܠܘ
ܥܢܘ
ܕܢܚܙܐ
ܘܗܝ
ܕܟܠܗ
ܠܩܪܝܬܐ
ܡܠܝܢ
ܕܦܪܝܫܐ
ܬܪܝܗܘܢ
ܙܢܝܘܬܐ
ܘܐܡܪܬ
ܢܩܘܡ
ܕܢܚܐ
ܐܫܟܚܘ
ܟܝ
ܕܚܕܐ
ܘܬܗܘܐ
ܘܚܝܐ
ܥܤܪܐ
ܦܘܪܩܢܐ
ܒܨܠܘܬܐ
ܕܥܒܕܐ
ܥܒܕܬ
ܕܥܡ
ܪܘܚܩܐ
ܕܚܝܠܐ
ܟܠܝܠܐ
ܒܕܚܠܬܐ
ܘܐܝܬܘܗܝ
ܕܡܢܐ
ܘܡܢܘ
ܤܡ
ܐܚܪܢܝܬܐ
ܫܡܥܬ
ܘܫܡܥ
ܓܒܪܝܢ
ܒܡܕܡ
ܐܪܡܠܬܐ
ܕܐܟܠ
ܕܡܠܐ
ܘܗܘܘ
ܕܥܡܪܝܢ
ܟܬܘܒ
ܠܒܘܬܟܘܢ
ܡܘܕܐ
ܕܡܠܟܐ
ܕܚܙܝܬ
ܤܢܐ
ܥܝܢ
ܒܥܕܬܐ
ܫܐܘܠ
ܐܓܪܬܐ
ܟܠܝܪܟܐ
ܒܛܝܒܘܬܐ
ܕܒܝܫܘܥ
ܗܕܡܐ
ܒܟܠܡܕܡ
ܕܡܢܗ
ܕܗܘܬ
ܐܢܬܝ
ܘܐܬܚܙܝ
ܒܟܝܐ
ܕܚܠ
ܐܬܠ
ܡܚܝܒ
ܫܢܐ
ܘܥܒܕܘ
ܤܝܡܬܐ
ܚܫܘܟܐ
ܢܘܢܐ
ܟܘܒܐ
ܚܟܝܡܐ
ܕܢܐܙܠܘܢ
ܡܫܪܝܐ
ܐܤܝܐ
ܐܬܪܚܡ
ܕܢܦܩ
ܕܥܐܠܝܢ
ܘܚܕܐ
ܨܦܪܐ
ܕܠܝ
ܠܝܘܚܢܢ
ܠܡܚܙܐ
ܩܝܡܐ
ܠܒܪܐ
ܥܒܕܝ
ܙܪܥܗ
ܒܢܘܗܝ
ܠܚܡܝܢ
ܠܐܒܘܗܝ
ܠܒܗܘܢ
ܢܦܩܬ
ܓܢܒ
ܢܦܠܘ
ܘܫܐܠܘܗܝ
ܘܠܗ
ܡܐܐ
ܘܢܗܘܘܢ
ܠܡܗܘܐ
ܕܩܤܪ
ܒܕܡܐ
ܕܚܙܝܬܘܢ
ܕܕܝܬܩܐ
ܕܬܠܬ
ܚܤܡܐ
ܐܤܛܪܛܝܘܛܐ
ܡܓܕܠܝܬܐ
ܕܝܥܩܘܒ
ܕܐܘܢܓܠܝܘܢ
ܒܡܕܒܪܐ
ܚܙܝ
ܪܕܝܢ
ܘܐܝܬܝܘܗܝ
ܒܙܒܢܐ
ܝܪܬܐ
ܡܐܬ
ܕܫܠܡܐ
ܘܩܡܘ
ܡܫܒܚ
ܕܐܙܠ
ܟܠܢ
ܚܒܠܐ
ܒܚܙܘܐ
ܕܦܘܠܘܤ
ܠܢܡܘܤܐ
ܪܫܝܢ
ܕܤܛܢܐ
ܘܐܝܩܪܐ
ܚܠܦܝܢ
ܒܫܠܡܟܘܢ
ܕܚܝܘܬܐ
ܒܒܝܬ
ܕܝܗܘܕ
ܐܫܥܝܐ
ܠܬܝܒܘܬܐ
ܕܝܬܒܝܢ
ܕܡܠܟܘܬܐ
ܠܡܤܟܢܐ
ܠܟܢܘܫܬܐ
ܕܫܪܐ
ܠܡܩܡ
ܡܬܒܥܐ
ܤܝܒܪܬܐ
ܕܝܘܡܢܐ
ܠܡܬܠ
ܡܛܪܐ
ܥܒܝܕܝܢ
ܠܥܒܪܐ
ܘܬܠܡܝܕܘܗܝ
ܩܪܒܐ
ܘܫܡܥܘܢ
ܤܟܪܝܘܛܐ
ܘܩܕܡ
ܗܓܡܘܢܐ
ܐܡܪܢܐ
ܒܫܘܩܐ
ܬܒܘ
ܘܠܡܢ
ܘܫܪܝܘ
ܕܕܠܐ
ܦܘܡܐ
ܠܡܕܥ
ܚܛܐ
ܡܠܐܟܘܗܝ
ܘܨܒܐ
ܠܐܡܗ
ܪܚܝܩ
ܠܒܪܢܫܐ
ܕܐܝܬܝ
ܘܠܝܘܚܢܢ
ܘܕܚܠܘ
ܤܗܕܝܢ
ܨܒܘ
ܦܓܪ
ܚܪ
ܫܡܝ
ܐܬܦܬܚ
ܬܬܐ
ܘܒܟܠ
ܩܒܪܐ
ܫܘܬܦܐ
ܠܚܪܬܐ
ܒܗܢܘܢ
ܘܫܬܝܢ
ܟܤܦܐ
ܦܓܪܝ
ܬܪܢܓܠܐ
ܠܕܘܟܬܐ
ܡܫܠܡܢܐ
ܝܕܝܥܐ
ܢܚܙܐ
ܩܡܘ
ܥܠܘ
ܘܡܪܝܡ
ܐܬܝܗܒ
ܘܡܡܠܠ
ܫܡܐ
ܒܐܝܠܝܢ
ܢܕܥ
ܩܡܬ
ܒܫܘܒܚܐ
ܡܠܘܗܝ
ܕܟܠܢܫ
ܘܐܦܠܐ
ܒܫܪܪܐ
ܩܕܡܝ
ܕܗܕܐ
ܫܥܐ
ܟܠܝܘܡ
ܒܢܐ
ܕܫܒܥܐ
ܕܡܠܠ
ܘܓܒܪܐ
ܡܚܘܬܐ
ܫܡܪܝܐ
ܕܒܪܢܫܐ
ܘܐܠܗܐ
ܩܘܫܬܐ
ܩܪܝܒ
ܚܝܝܢ
ܪܘܪܒܐ
ܕܐܡܪܬ
ܤܥܪ
ܕܚܛܝܬܐ
ܙܕܝܩܘܬܐ
ܕܥܡܝ
ܘܕܡܐ
ܕܛܝܒܘܬܗ
ܡܩܕܘܢܝܐ
ܦܘܩܕܢܘܗܝ
ܒܩܢܕܝܢܘܤ
ܥܘܬܪܐ
ܐܬܝܠܕ
ܒܥܠܗ
ܕܢܬܡܠܐ
ܐܝܟܘ
ܠܛܠܝܐ
ܒܢܝܗ
ܥܡܪ
ܕܒܪܐ
ܥܩܪܐ
ܡܥܡܕ
ܐܝܕܝܗܘܢ
ܒܐܬܪܐ
