ipi
e'wapmat
siwnokamish
sisu
nto
cipamuk
oniciwan
ke'ni
ke'knomake't
we'kwni
wan
ke'ki
nume'kishkuk
e'kowe'pkiwuk
e'kci
kacupwa
kon
ote'pniwnak
macik
otupik
kashinkasot
kitotmok
kishkowun
ke'ctaose'cuk
kipsukwi
okimacinawan
kamaoce'tiwat
okiwishte'pmawan
e'waptuk
kite'ni
kapmi
cupie'k
pukwoian
okipie
osma
mpik
kitawe'k
winwake
me'matmoncin
e'moshkine'shkakot
katotminit
nit
pe'kanse'cik
cuk
kishowe
nomuk
okiwitokwawan
stipnin
pie
we'siuk
nice'n
kinipwik
kaie'ncin
tasusuk
pon
kishie
cowunsinon
osamci
nkuke'ntan
kinotakwsik
kinashwuk
cwi
pe'mpinie'uk
maciwat
kite'pwe'ie'ntumwuk
te'pwe'ie'ntumnit
uk
okiwitmowawan
sinishie'uk
ninwunit
me'sitonie'uk
e'tinsuk
kanpok
nkiiimin
nikane'inanuk
kishuwe
e'knipe'
kiiukwan
knituk
e'pine'e'm
aysik
e'pie
e'pine'
shitinie'w
me'niin
e'kitok
ntinishinape'muk
nuk
kinmumacik
okiwapmawan
shiake'k
ototanwak
iuk
kanponit
iwpic
te'pwe'wun
okinotanawa
okiwtuskon
e'kiwtapnat
ne'sini
siniin
npik
icii
catanuk
e'iinit
kikitomkit
te'panuk
okinkwe'twanci
kuk
otukwshi
oniciwak
pkotnianuk
wus
wase'anuk
wase'iak
se'pitiin
oswan
kwtuke'ntumwun
kacipitupit
knomowat
te'pe'ntukuk
kinwasi
e'wipnactoian
piasi
ike
kitinum
we'npie'ke'cik
kinotake'msi
anwi
kakitwapit
tpakwnit
ke'nat
okumasin
shkishuk
pnacak
wusimici
knice'n
waonishkaiwi
ke'kowike
e'tacuk
kikane'iwak
numan
e'numawat
ke'cne'ntakwuk
waptuk
ie'shi
kia‘w
wuk
pike'ci
shkishkok
ke'nit
panakwuk
ositiwak
okumkan
kikosin
washi
tinicitso
pitike'k
e'shte'anit
mane'kin
nkinak
macin
e'kmowuk
kwic
kashuwe'puk
kitwunin
kanotwat
kumane'k
we'cpkishmok
opumitakaimin
e'kine'se'nit
ashwe'iukwan
we'npie'ke't
e'kipianit
taki
kcukum
e'picak
kokoshin
me'to
ke'knomakwie'k
me'iashowe'psincin
mce'shuk
iinit
ntanis
e'piat
e'kwut
kapitike't
kipie'twawan
cowika
e'winokanat
otinawan
nie'ni
pitike'ie'k
otane'suk
pite'ntakwuk
wa
e'winsickasnit
pite'ntakwsisi
showe'psit
te'pe'ntumnit
cipamwan
ne'kwukik
ktupiwak
nosin
copite'ntakwsisi
otapnat
kie'kwe't
kanotake't
okikatonan
kiwe'k
waptume'k
nasaknishk
e'pite'ntakwsit
anwu
saitan
nose'
waci
pukwe'shkin
winwaki
e'nume'kishkitnuk
e'kinatawat
okipminashkakon
npwakawun
kipie'twa
micime'ton
ke'kie'pikwat
e'wipitike't
tpakwnitwa
sanamun
nkii
nikane'iuk
cikcukumik
iacimonin
kotisi
e'kwtumwat
kaotapnuk
shkic
okipkitnumwan
we'onuk
ke'i
mamwe
okwe
e'kikitot
e'kipitike't
mshinwe'k
pie'k
okimamkate'nmawan
omise'iin
wiia‘w
onakunuk
e'kimaciwat
shiawat
tapnuk
e'winumat
kiii
e'miananmuk
kinsu
otoniwak
nomkisnon
kimaoce'ticuk
e'wapmawat
e'pmose'nit
e'ie'k
mciiukwan
e'kitowat
wias
we'npie'ke'ncin
opmatsiwun
kupie'wak
omishinwe'min
mikce'winit
wapmawat
kwtacke'k
nanakic
ke'knomocuk
nshuki
kishkitnuk
e'shte'an
me'mataosincin
ke'kci
pine'’
wapmawan
pmitakaimin
shiwci
misinukinuk
ke'knomake'n
ke'totman
me'noshuwe'psin
oshkinwe
tanaka
siwnokamshu
ke'kinwa
e'tshawat
cinose'numuk
kcitapie'nwe'wun
nte'pniwnak
e'kinipwit
ke'cmaoce'ticuk
kanmi
ke'skonwe'n
cin
e'tshu
e'kitwat
e'shpie'kate'k
misinukin
nkishia
psitumok
otishcike'wun
okikwsawan
okimshinawan
okci
kiskupkonia
okikitonuk
ke'knomakin
nkuke'ntamin
e'ne'ntumin
iumuk
e'ne'nme'k
comini
kisi
tina
cipitupnit
shakaocik
iki
osawshonia
pitakwe'k
ke'kie'tnamtakwsu
piciukwan
sakici
ca‘wi
omuskwim
ku
ke'shu
kupsukwik
onukumuk
mci
kwshi
e'tsoshumowat
e'kishkuk
pianit
kitot
she'shksiuk
onumciwnak
kakuke
kikish
iashwe'sak
e'ie'iit
nmukwiwun
kish
macit
okishonawan
ianwi
nkuke'nmasi
e'kwapicuk
okisawan
e'npopit
ositinuk
shitnkot
kaci
ocipam
wia’w
kiwcipie'k
pmitake'wun
e'shumwat
shkote'
otinoswun
nkiwapma
e'nasmupian
mpishkninwun
e'kinpot
mataototmonin
wikwame'n
te'pwe'ie'ntumnicin
okshe'mine'tomwan
e'nasmupie'k
kuke'ntan
kakitwat
acimocuk
wiapninuk
kshke'osuwun
e'nshke'nmawat
we'we'ne
kakishnumawat
okitonawan
okike'ntan
witmoshin
kimoshkine
shkwate'me'n
kipitike'k
kikiwe'k
kpakotiwkumuk
kikitonuk
ote'pniciwnak
kaminat
nipwi
pe'ne'si
kite'pwe'ie'ntukuk
nouktso
moshuk
otinume'okumkomwa
mshinwe'n
e'nomkuk
kite'wak
tpinwe'osuwun
ayse'k
kanokanacin
min
e'wishi
e'totme'k
okipsitwawan
e'kinmumacit
kini
kiuwak
nishki
e'pmatsinit
kapte'nmowan
e'kikitonit
kuninus
nkinokashwe
nkuke'nma
okipkishnotakwan
nomkitnuk
pkoc
nkinotan
e'wishianit
knatius
kishite'’e'’
okinkinan
mak
e'nomkitnuk
kitnit
kawapninuk
tayniuk
saypnusuk
pinke'uk
e'nponpit
e'kipitike'wat
okike'ntanawa
nayste'uk
te'piuk
kiwishkwe'we'ksik
otpakwnuke'wun
nkishi
shiamin
na’w
te'sinonike'uk
okikie'kman
ke'nio
knikuk
e'ne'ntumnit
me'sitoniuk
taye'ne'
nouktsokwun
nkinashmin
nkiposmin
shumaknishuk
kumumatmin
msinukinin
kake'nmat
pwansukit
nishwak
shumakinishuk
sise
pe'ste'sin
pmashwun
mnishe'iuk
napikwanuk
otakanuk
pmatse'cuk
te'pitun
aysikin
cotus
kaokie'icin
ce'siin
te'pitin
kaokumawit
sanumun
pe'pinun
e'kim
shitnie'w
kamacintwa
pe'pe'nunuk
kanikit
onape'mun
kine'ntusi
kane'nmukot
okishinkanawan
kakot
upic
cinwse'ne'muk
otinukomin
pe'tnium
otapine
e'kin
e'kinokanat
pe'tniumuk
e'wishiaian
kapaknumwat
kamaciwat
kiwapman
pinoce'
kapsukwit
e'kinokashwe't
e'inicin
onicanse'iin
we'shkniknincin
kikwtaci
kaian
kshinkaso
e'pmukie'kwe't
kisate'ntmok
mishakin
e'pmukiwuk
cantanuk
pe'nisiin
mintoie'k
wapiamkuk
kiiwawa
otakshkiton
mtukon
omuksinin
iciie'k
nocimasi
kinomkit
wiiwuk
tpuk
kiton
kwitupuk
okwismukwiin
wuntinuk
nume'kito‘w
ne'se'nit
e'wiiit
e'pie'kokumukianuk
se'pwnin
ne'ptinum
ie'ni
kacipitupcuk
okiwaptanawa
kisate'ntumok
kiukumik
e'kinaktone'wawat
otinume'okumkomwak
iakwnoke'wun
e'shpitnianuk
ke'kshkitocuk
kiie'ki
tpantowun
mnoshuwe'psuwun
e'pwam
kwutakik
waskone'ncukin
e'witowat
we'cpiaian
cotina
we'kwe'ntukci
ke'knomowat
kikitokiwuk
kmikwe'wun
sku‘umatuk
kikane'
kta
kii’aw
micishuwe'psin
nak
ke'we'pnakwe'n
okuminan
we'npie'kate'nuk
okitotwan
ocipitupwun
ktupik
ktakshkitosin
ashkot
wipit
ii
kpiskumwakin
go
koci
me'ci
knonkoie'k
shicke'sik
e'shci
totsik
e'shwe'psit
ke'pwaoci
mnototake'n
e'nume'kascuk
e'totkuk
kuwitmonum
ote'ionawa
otip‘okse'onowa
okuke'ntusin
winie'k
ome'nwe'ntanawa
num
kumkomwak
e'wiwapmukon
e'k
e'shcike'wat
kupie'mkit
mishinak
ninanke
kshke
e'me'n
pwapone'ntumwe'k
kmiiashuwe'psiwnawan
ne'twe'ntumin
ke'mote'iuk
kmotwat
ke'cite'k
mianuk
pite'ntakwut
e'kiskupkoniak
cowin
pmitwat
we'kwe'ntuke
pne'shiuk
sane'mun
okicne'ntakwsuwun
nowuc
pame'ntuke'k
we'kwoni
tpe'nwe'osuwun
kikane
kowaptusin
kikani
wunumoshuk
ke'cwunuk
kokoshuk
kuke'ntume'k
we'wunuk
mane'k
moe'k
ktinoswunuk
conike
ktnoswunuk
mcimine'tok
miashowe'psuwun
ntukitonin
nkine'nma
e'moshkuk
kinotin
e'kipmukote'k
okukie'kwe'wun
okishi
witmowakin
shkishin
cisusci
kikiton
mpumitakaium
e'pine'e'min
e'shkishninit
onicik
okion
ke'cmaoce'tinit
e'wimacinit
ne'pot
okipmnashkakon
e'makashkak
e'ie'npat
puke'ci
e'notuk
e'pie'sakumnit
e'pian
kapie'sakumwat
pe'msotincin
oto
e'waptumwat
te'pwe'ne'ntumwun
ote'ion
kshkie'osuwun
knupakin
iakwnokacuk
ke'knomocik
otitosin
nimotie'n
nike'knomowacin
kanmupitike't
e'kiwapmat
kipitike'wak
kashicke't
e'wikshkitoian
oshkishkonuk
oshkishkowan
okiakwaman
packakwnit
opic
iactuk
okishuwe'nman
micim
makice'wicuk
otitshi
kimtatso
e'ciuwat
se'me'ne
we'npish
mikwe'k
piskumwaknin
kushowe'ncuke'onawa
kotiskonawa
ke'pwa
wakitie'k
we'osmit
nsickasnit
kuke'skona
kwtukukoie'k
coki
e'pwamshupiat
ke'knomowut
pie'nsipup
we'tu
wikwamnincin
shashawunupie'iuk
ian
ntoc
e'wishwe'nmuk
okinkiton
nkitot
patike'nat
okuminkon
omikwe'win
e'wimnukwe'nit
omikwe'wun
nwatme'k
pmose'k
shuwe'ntakwsi
witmowan
e'wiwapme'k
e'winotuk
pmatse'cik
e'cipitupwat
e'ntomawat
kiwisnisi
npwakawin
oshickate'kpin
taie'n
kuwunit
otukim
te'pe'ntumin
e'kiton
niia‘w
napkumwakin
kiwaptusinawa
kapmiwice'okocin
kcipite'ntakwsi
e'wipatamawat
e'tshie'k
e'kisakumwat
kake'ntuk
okiiakwaman
ncipamin
ke'kie'pitok
ne'ish
okumawin
kwe'knowitatsomkuk
otokmauwun
micimine'tok
ke'shmine'to
tkopnat
mcupshuk
wikwamninin
winsu
miashuwe'psiwun
micikikitowun
kupone'ntumwa
wincike
pie'mkitni
mataoshuwe'psowun
iukwansi
kiiuwak
nsotpuk
pmatsincin
oke'ianwe'nmawan
shawunu‘uk
sakiciiukwan
nipwin
nipwik
e'kishipnuke'not
otine'ntumwun
nikane'
kisakum
kipkisnini
sinkukik
kipukse'non
nkotwatsomtini
we'ta‘okakwe'n
okipie'kon
iacmonin
minasik
kaotapnumwa
e'notmowat
cowike'
miante'nuk
e'winotake'wat
kie'pikwe'nwuk
e'wiwapke'wat
aninotake'k
ansitake'k
ne'se'ukwa
me'iashuwe'psit
kwe'minkanin
nwatuk
okitkanuk
okiwitmoan
e'opukomnanwuk
kiwitmowan
okupie'nokanan
pukinawat
kamkuk
nciwe'nmot
e'wutawe't
e'kishpine'tot
ne'ntakwit
mikis
e'kiwe'napmawat
ciie'k
kupie'k
we'tnuk
coniwi
cosus
e'tnukie't
owikwamuk
e'kinpopit
kupakotiwkumkok
wunse'non
nakanacimocin
mi
otup
sakumwat
ke'cmaoce'tincin
wamicwat
kumacisik
e'wicipitupnit
e'kipikupitot
kite'psinie'k
kawisne'cuk
e'pwatkokcikaswat
nshuke
kwitipie'k
kwsawat
kwtipie'k
wipian
kipon
ashowe'iukwan
ukik
kake'nmawat
caknkoci
kine'se'k
e'kipie'naskawawat
okishinkwe'twan
kikie'kwe'
kinwaci
e'ciian
ote'‘iwan
e'kikot
ote'‘ik
wanakwukot
e'pie'kokmukianuk
okipie'nawanci
kipie'nawan
onatso
caye'kci
kiwisnik
okipie'naskawawan
mataoninkie'wun
waonishkaiuk
mataototmowin
otopce'skinmawa
kaotapne'me'k
e'wip
inaie's
nkaoshiton
e'wipsukwit
tapnan
kikwe'knoi
okaotapnan
tpe'ntuk
uki
okimacinan
ot
owunit
psukwik
mini‘
e'nponit
okinatakon
inaius
kupie'
coike'ko
naskawawan
e'shwe'psuwat
we'kwe'ntuki
e'kaciit
taowunit
kwansukumuk
nshke'ntuwunin
ocimiashtotmin
pukiton
ksite'n
akwamsuk
e'wike'skonat
kakiwanincin
e'shte'aie'k
mkuwat
mtini
ne'num
nkiii
mtatsuk
pwishin
ukot
te'pe'nmukwcin
ke'kin
kashowe'puk
kiwcimaci
conu
okiwshuan
nkinat
ntoac
owunse'non
ke'kshkitot
pkitnuk
okikito
pmatsi
ke'tmakse'cuk
ke'ctpe'nwe'osit
kawa
wunuk
kiknomowacin
shintinish
e'tawacin
ntinoswunuk
oke'ie'nawa
katpe'ntuk
naokwe'nuk
e'pwamiktumnit
pkishmok
tpa‘o
kiminak
totman
te'pe'ntuman
nishce
e'wiskakwukasnit
se'piti
okipie'wice'okon
kuke'ntusinawa
we'we'nisi
kukcitapie'nkom
e'sh
knomkisnon
kupmitakwa
pmitake't
ke'kie
e'cipitupnit
kinotaksik
shuwe'nmishinak
knawa
onitwe'nman
kitotam
e'wite'pwe'wunukuk
me'makshe'iin
me'makshe'sin
kimacik
ke'knomawacin
kinmi
pie'iat
otunoswunuk
kaicuk
kikcin
okinknanci
e'nmupiskat
okinaskawan
ikinan
ie'ie'k
ike'nomkuk
e'kinatatwat
kitie'kon
mukot
kite'pwe'twawan
okipsitie'wawan
okinsawan
sinie'n
kitshin
okwisninin
e'kinsawat
okikuke'ntanawa
okimace'nashkawan
wuwitmowuk
nkishwshuston
wisnuwun
kishii
opmitakaiminin
wikwtatikwowun
tpasi
e'shuwe'psin
okike'ntumwan
okinknawan
e'wiw
kinpo
we'nininci
e'pwakuke'ntume'k
se
pe'matsincin
natatwun
tini
kie'kwe'wun
kte'ik
ne'tmisuk
me'kwace
cipitupin
ksitik
e'kiknonat
cocowi
omukite'tonawan
ktowikane'itum
te'pe'nmukwie'k
ko
e'shwe'psie'k
e'kitie'k
cie'k
kukie'patsim
kukie'pikwam
kcinume'okumuk
kwiciukwan
onakin
pinakwton
nosnanuk
kikansacuk
kikoswak
ne'pwakacuk
miskwim
pe'matse'cuk
cinose'nam
knicansuk
pkuakwa
wikwamwa
kate'nuk
cipitupit
anipik
kukitwuk
papukan
e'shumcuk
watshi
nakanacimokascuk
e'wiwtapnuk
otikwame'iin
numak
pe'matsit
nike
kisha
kipin
na
nukok
ankwotok
kawe'napmacin
kukuke'ntanawa
kiukwan
mishinwe'k
ke'nomkitinuk
okike'ntusinawa
kaotapna
kinkina
kawapuk
ke'piat
e'kishkiwnunuk
kaotapnumwat
wase'nciknumwan
pie'wak
e'kipsukwiwat
nishik
ke'wi
okipie'ton
nkikshkiton
me'nototmin
pmitakin
kimnototanin
kako
mnowankosit
kike
swe'we'pnuke'ian
ntaki
wawat
kawapminkon
e'pkite'n
e'kakaskite'
e'siin
kawapme'nkon
e'shashakitin
kaciit
kie
kotici
me'noshuwe'pse'cuk
note'
konkuk
oninimwan
we'npie'mowacuk
oke'ctaosimwan
e'wikwtuk
kawaptumwawat
e'tan
kakowat
wisnawat
owiie'o
kinume'
conkuke'nmasi
shiaian
e'npanit
kuwapuk
kinume'‘
e'kipie'shiat
e'kiwunumat
kcime'matmocuk
kishipnuke'no
okishkowun
nkicipitup
okimkawasiwan
waknoshkimawacin
nsokwnukuk
kuwapmawa
nawa
she'shksiin
kipmi
e'nasmukapwunit
putuiin
okitshimawan
pantus
e'kipie'tot
e'winkowawat
okiwtapnanawa
nkote'ie
pane'pe's
e'ke'nmat
pane'pe'sin
kiskakwukaso
we'konici
kiwishkowe'k
e'wipwakshkitot
mskwe'kin
e'kishonawat
kitwe
e'tmuk
e'cite'k
siwapo
wisup
e'kitatiwat
tatiwat
cishi
okike'skonan
ntokwismuk
inay
nkishe'mine'tom
inaisun
okiminanci
wiwuwan
sakumwuk
cipe'‘okumkok
me'kte'ne'n
paye'nt
oshistowat
payne'tin
shie'k
kakitpit
wik
okumuk
kiwapshkiani
kishowe'psik
wapme'k
e'wiwitmowawat
ke'knomowancin
okinkwe'shkwan
okiminawan
notuk
knonan
kwtukitot
tsokwun
maosomat
notake'ie'k
ke'ntume'k
okipon
okikowan
shiat
kishu
na‘iukwan
ke'knomake'cuk
nkumwunuk
okinapshkawan
pe'se'pe's
custus
me'taye's
nwakanmicin
okimoshkine'shkakwan
e'tshit
kishitwuk
pantusuk
pnicie'uk
kikwinwune'ntumwuk
niniwie'k
nsotpukin
knikanacimok
knomkitci
psitmok
nawe'ni
nte'’
nicansun
kikcitapie'nkaswuk
ote'pwe'ie'ntumwunwa
e'tsunuk
ote'‘iwa
e'winwanawat
e'konikit
e'pe'ne'e'm
kaocitotme'k
katotmowat
kanomkitnuk
acimot
kupsitwawa
iactanawa
wawitmatwun
kawawitmowat
noe'twun
nakanse'cuk
ke'cmatmot
okinatowawan
isne'iun
e'wikwe'ak
ke'skonwe'wun
noswun
ke'skonkoikon
noswunuk
kanotmak
okipkitnawan
okiwinwanawan
kapkitnitwa
ke'cmatmoncin
kcikum
te'pe'nke'ncin
maotoshnowat
me'matawiak
okiinawa
otukimwa
e'nasmup
e'tshiste'pnit
kte'‘ik
kanotkuk
oshkinowe'k
e'kisakconawat
pituci
kanukite'k
okimkawawan
okikci
okite'pwe'twawan
okishkishmawan
tayiukwan
nwakancin
sakcowunat
kinokashwe
mkuwawat
kpakotiw
kipe'kanse'cik
miashuwe'psiwnin
ke'me'niin
ikwame'ntumok
kipsukwiwak
kiswe'shke'k
ocupiamkuk
kshe'mine'tok
okintomawan
wie'ni
niciwan
mas
okiakwne'twawan
nkinotwamin
psitwushuk
kapie'oci
nie'wak
e'pne'e'm
waoci
kashiawat
pe'no
e'nwe'macin
okim
okiwaptan
wiiow‘
okine'nman
e'pskone'nuk
mtukosuk
kawapituk
kinukshke
kmuksinin
nkiwapitan
niwie'ni
me'ntokasnincin
mikce'wiwat
okipkite'nman
e'npie'kate'k
kapiacuk
tatshi
nowapitan
e'kisinwawat
kiwishkowe
se'me'ne'iuk
okimnwactumwan
wansincin
nie'psowun
piamkitnuk
okikie'patsian
se'me'niuk
