tura
chikichnasha
kiritniunam
wátsek
pushirin
núnisrum
uchirín
winí
ní
kuítrin
chichamsha
takakna
átiniaiti
weeá
metek
shuarnasha
ujakarmiayi
chichame
nincha
támatai
jesukrístujai
taar
juansha
ṡya
wakerak
jusha
murik
ayashí
ai
náinnium
wakerajrume
paskua
ármia
júnis
tíjiuch
nánkamas
itit
ṡyaki
amuukatin
túmakui
wetá
uwitin
ayashin
wakeramun
antuktarum
nukap
kuítrincha
erutis
enentáimtak
wakeramu
pujusar
jeawarmiayi
aniasmiayi
timiai.
tias
wáinin
nékachu
imiatkinchanum
chichamnum
apraáman
nunkasha
pai
enentáimprar
pujan
pujakui
túran
túramiayi
pujustin
awajsamiayi
enentáimsatarum
naman
nankaamasmatai
jeayi
enentáimtustarum
iwiaakman
nútiksan
yatsurú
anenma
marisha
nuámtak
táwitjai
aparí
núnismek
asakmin
nase
wáitsatin
kusuru
akupeana
tujintiamun
péprunmasha
itiurak
enentáimtsuk
wakeruiniawai
jesusjai
murikiun
maatai
pujurin
atumíin
marí
yajaya
wakerakka
jee
itiariarmiayi
yáintaj
chíkichka
amin
jeamiayi
jíinkiar
túmaitiat
ji
áyatik
niiniu
tukamá
tsawantri
atumek
nújaisha
akupniun
chichamejai
akupkamia
jakamiayi
takaku
amek
iniaitsuk
uchirísha
uchirin
waketkiarmiayi
támiayi
ajasrum
jujai
unuiniamurijiai
wakeruiniak
iruntrar
enentáimin
juyá
wiitjai
enentáimtuinia
wear
pítrun
júkiar
tsaninkia
wakerawai
tiar
tujinkiarmiayi
nuní
tau
pujá
métekrak
enentáimtutsuk
enentáimtusrum
taji
jesukrístun
aintsarum
werum
imiakratin
ártatui
yurumtsuk
tarí
táman
iwianchi
yúsak
warastarum
ántraiti
ishichkisha
ayatik
túrakrum
túrata
aparu
najana
enentáimsarum
kapitiántri
suntaran
uchiram
túrunamun
nemasri
yámankamtaiknumia
atakka
ninkia
túraiti
chíkichkia
ashamkarmiayi
uchich
enentáimta
sauru
antukmajai
krístunu
pujurniu
ajasmatai
káshik
tiarmia
ajasai
túruinia
kuarenta
káshisha
nemariarmiayi
tákunka
nékawai
átinian
átatna
yumi
enentáimsarmiayi
kajen
jeatsain
ikiuak
pushí
charaatum
ajasarmiayi
ajastin
wiki
tantan
ajasuitjiana
ajasar
kayajai
wétin
urukamtai
wajan
takastin
námper
awajsarmiayi
nútiksarmek
nantaki
yaki
untsumainiak
amik
susamu
jákaru
túramia
init
akatramuri
ajastinian
túrachminian
jesukrístusha
tsaninkiu
ejiptu
jakamtai
tariarmiayi
kayan
tsawaisha
shiira
nekasa
tsáapin
shuarchasha
wetarum
tikishmatar
jiripi
kuitjai
nukuríncha
táatsain
nékainiawai
waketki
nekaattarme
suntarin
jímiar
ashamainiak
ajarmiayi
ameka
shuartiram
takarin
akupkamai
kajerkarmiayi
kasa
pujuiniai
untsumuk
misanam
au
pujuinian
nekaan
iwiarsamunam
nunkanmayan
súawai
shuarnumia
iimmianum
aintsar
étsereaji
timiutéu
wekaawai
anujtukma
wakerimiayi
pujumia
tarimiayi
péprun
taman
isayas
wesa
aparíncha
awajsattawai
yajá
titiá
iista
apasha
umirin
juanka
yama
iniaisar
pátatek
ainiana
yurumak
maak
najanamiayi
enentáimiar
takarniurin
aishri
umirkatarum
aneachma
wait
kunkuin
untsuurini
akupniu
nútiksanak
ajasat
takatri
túrattawai
núniskete
túramurin
pujuiniawai
muisaisan
shuarti
timian
chícham
rásaru
ainiak
krístuka
chikichkí
pujakun
aanin
páprusha
umirkatin
yainmakarti
tawitia
enentáimpramiayi
enentáimtuiniak
arti
unuiniamiayi
yachin
péprusha
jii
chikichkisha
enentáimtustin
jiin
pujustaj
jakan
irunar
aintsanak
pachis
tí
itiurchatan
werí
kanu
ajastarum
untsuk
tame
anaikiamu
nayaimpinmasha
enentáimprarum
aisha
akui
takatan
takastinian
takarniuri
nantaktin
waiti
yús
akatar
tímiatrusan
kunkuinian
nekaamiayi
seamiayi
riwí
túruna
átin
penkeri
tú
ṡamesha
akatramu
waraajai
awajsaiti
sapijmiatsuk
peprunam
aarman
nekaamniaiti
átinia
rúmanmaya
kriaku
súsaiti
enentáimtawai
akatramurin
wakanísha
páantaiti
etserkatniun
enentáimji
aatjarme
titiu
apraáma
ukunmanka
nukurí
akupniuri
apach
jerusarén
pujusarmiayi
etserkamiayi
iruntainiam
nayaimpisha
yúpichuch
umirkatniun
tákumka
yatsum
pujutai
junasha
yajauchia
chikichnaka
chikicha
winin
etserkarmiayi
ṡurukamtia
tátsujai
etserkairap
achikma
uchisha
aparín
juanjai
wakeraj
wayamiayi
nakitiainiawai
enentáimias
itiura
ajasartatui
amastatjai
tárume
kakarmari
nekaawarmiayi
semunka
yámankamtaik
jeencha
ajasuiti
tiartatui
túruiniak
ajá
nujaisha
nékatsjai
nuwe
akuptukmiayi
tumai
papiriin
wakanín
naartin
tsawantan
nakumui
nekaatniun
pujuyayi
kuntuts
nawen
nekaacharmiayi
mesetan
jinia
suramsaitji
akuptukuiti
umirkar
awajsatniun
numpejai
atumiin
etserkat
wakaníjiai
aparsha
iruntramunam
túrutkui
túrunamiayi
natsa
jukimiayi
jurtan
neren
pujusartatui
matsatainia
akupkatin
túrawarmiayi
ati
ámeka
atsumainia
aentsnum
seajme
kuítrum
ajastatui
túramuri
jintia
kayanam
kakarman
iniantkimiayi
jakupusha
pachiinkiatin
erías
júnisaiti
arakan
jirujai
umirtsuk
sesaria
i?
aentsjai
átaj
iistarum
mantamnati
ajastaj
jákarmiayi
maar
sakarías
máawarmiayi
ujaajrume
yurumátin
tunaarintin
ajapa
iwianchruku
enentáimsamiayi
anaikiarmiayi
túmainiak
itiatarum
waje
chichastin
anearum
pitrun
piratusha
túrattajai
tsáapninium
ujaktinian
jiripisha
nékame
murikiu
iniantkimia
enentáirui
anenai
ananías
kurniriu
pirnapísha
ujakmajrume
akripia
waitnentrama
amikmaatruatarum
táarmiayi
tui
máataj
aarmia
pujak
jakupu
étseruk
wáitin
ayashim
támena
amincha
etserniusha
wakeramurin
maaj
túramji
chichamprun
uchir
uwején
amain
nemartusta
nasesha
seawarmiayi
pénkeraitjai
táchaitjai
ayak
nampernum
ipiaamu
akupkatniun
enentáimprairap
jákatin
shuarijiai
yúsnumia
jímiaran
yawetsuk
enentáimtustiniaiti
nekaatin
ṡyana
nukusha
turamainiawai
iniaisatarum
aintsankete
nekaska
nékatsrume
tanta
sais
pujaji
antukarmiayi
chichasmiayi
wakan
pujusrum
wakerarmena
wakeriarmiayi
nérentin
enentáimtakum
wekasatniun
uwa
túrar
túrak
nekaatai
susatarum
kurijiai
túratniua
sutai
atash
uriwiu
tátin
núwaka
jakamnia
áujsataj
pushin
najanamun
warasar
juánnasha
juu
tsawar
ayashiin
yachisha
netse
anea
akupkamurin
shuarchanum
enentáimsam
wakerakun
aishmanjai
ájinia
wekainia
etserkatin
awajsamu
nekaawartatui
chichaamun
ámijiai
entsan
aishmanka
awajsataj
amai
chichastinian
weriarmiayi
akupkamuka
takaajai
takakui
umiktinian
muisaisa
tsaninkiar
túrakrumka
átatrume
arantutsuk
jes
shuarchan
jiru
jakamujai
akupkamujai
siantu
káyauyi
uchiríncha
pujustá
nasarétnumia
juánkan
ikiukiar
túrarme
túrawai
shíirmach
nakitrar
itiurchataiti
pujustinnium
wakancha
enentáiya
enentáimtusarmiayi
jeattawai
semunsha
aentska
jesusai
nekapsatin
aparun
trikiu
kakarmachu
wajasar
ákuinkia
wáinkiacharmiayi
tsáapnin
namaknasha
ajatarum
antukrum
túrunamia
arantach
suntarijiai
takasmajai
matsatmanum
ainti
áujmatuk
auka
chikichkiniak
amijiai
náariin
ya
nérenniuri
yajutmatsuk
júnisan
awajas
túrutsuk
jeenia
atsuttawai
nantusha
jeatemayi
ajasan
umikiar
waketkimiayi
pujusan
áujmatiarmiayi
núitjai
nuyásha
wishikiainiak
kariréanmaya
uuntrijiai
awajsatarum
wíjiainkia
wekaimiayi
túrawarmia
takaawai
aintsarmek
ayashnium
enkemprar
nékatsrumek
matsamarmia
etserkata
tárumna
nuwajai
uuntan
wantintiukmiayi
wekaana
ikiukmiayi
penkeraiti
kapitiáncha
ikiaanak
samarianmaya
akupniusha
nekaarum
túrunamujai
wekasatin
yajauchiniam
aparuí
túramniaitjai
krístuiti
apatkun
jesusnan
itiurchatnum
nekaar
asia
jákatniun
chichartak
pirnapíjiai
masetúnia
jeamiaji
jeamji
jesukrístunu
aateajrume
seajrume
áujtursatarum
pújun
isaka
jutá
uminkiati
wáinkiatarum
yaan
ejeniarmiayi
apatuk
kapernáum
pitru
sunkurjai
muchitmari
iimiainiain
tunaanumia
kirit
kuitcha
wariniak
antar
antin
nankaamaku
túratá
enentáimtin
yúsnum
jeemiin
nantakin
jintinniuri
entsasha
tseke
emearun
susa
wáitias
ajasarti
túrat
iwiaakmarin
kakarmajai
surusuiti
weak
nupetak
chichainia
írunmanum
takainia
júuktin
nakumeawai
amúamunam
túrunattawai
wincha
chankinnium
tuiniakui
ṡjusha
etserniun
nuwen
enentáimtuiniakui
iimias
waitneasam
tsankatkamiayi
weme
tujintiainiawai
chichas
takau
nuatnaikiatin
jísat
uuntur
tátsurmek
umichu
namperan
ṡnu
ṡame
satanás
akupeamurin
wáitiniam
súsatin
antumiannum
nijiamanch
atsakui
núnkanam
ashamak
jeachat
pénkercha
yuminkias
tuasua
weriar
pénkernak
núnisaran
yúsaiti
kajerak
tátatjai
puniá
enentáimsan
ujakam
nútiksaran
wáinkiaji
amastatui
chichaawai
páantchakait
tátinia
tatí
túrawarmatai
samaria
wáinkiamjai
nakitiakka
apraámjai
tímiaj
anenkartin
nuwejai
ayashín
ainiakui
tátsuji
tunaarincha
sepú
enentáimtuiniawai
antiukíanam
akaya
ipisiu
rúmanam
kanú
nákaji
krístusha
amikmaatmarme
takaak
aishrin
kachun
yajasman
aartá
krístunam
uwemtikkiartin
jusesha
akupeak
mesekranam
ejiptunam
uminkiamiayi
entsanam
winiana
nakitiak
naint
antumianka
namakan
ṡnusha
itiur
akupniunam
nuarin
susata
túrana
esaram
wakerakmeka
tujintiawai
iistá
nupa
tunamaru
uwejéjai
ajasta
tepan
wáinniusha
ashamkar
wekasata
ukunmasha
túramka
túramniaiti
shuarchancha
ashamkairap
etserkatarum
anentu
antukmiayi
kusurusha
enentáimiainiawai
tuíniawai
petsaitia
túraitjai
wíniaka
wakeruinia
jíinkimiayi
wéakui
ajatsuk
jinkiá
túrunamu
tsawantcha
nekaachmin
nunken
ajasmai
jinkiái
wake
pujusarti
yurumáwar
yáintinian
chichamtiniaitrume
untsukar
satuséu
tíchamiayi
wakamiayi
yurankim
puju
tsékenki
túruiniakui
turuttia
pujustatui
weatri
ikiuiniak
túra
nékatsji
akuptukua
unuiniak
ajastai
kakarmarisha
untsuuruini
penkesha
pushiri
wayatin
páchiakka
umitsuk
umiktiniaiti
enentáimcha
numpé
ámanum
wáitsartatui
ajasarat
najanamia
itiamiayi
túmainiakui
naamka
náartin
tájai
náarijiai
etserniurin
núnin
akupeamuri
amikrin
uweje
wayawar
jútassha
enentáimtustinian
takakjana
wea
tíchamka
yamaiya
paantcha
tara
ki
uchirínti
wajen
ṡitiura
jeatsui
túruntsain
wéajai
najanaiti
apawá
áujsatarum
karía
uchu
amée
náarincha
akiinia
warastin
akupniuiti
muisáis
ayamach
asutiáttawai
árumna
núchaiti
tíchamniaiti
yúsnasha
nankaamasai
enentáimtursarum
akupkata
wakeramuri
shuaraitjai
numiniam
táyat
tunaajai
nujainkia
umai
pujustatji
akatramurisha
tímianu
umikiarmiayi
estepankan
tamaskunam
sáurun
tsawarar
sérasnasha
jíinkir
enentáimtakui
turutmai
tájinia
pujarme
jistu
enentáimtumainiawai
enentáimtumatsuk
írunui
seaji
mirkiseték
aatratá
weeanmayasha
jurermiayi
katurse
uuntrincha
wáinkiattawai
jukim
wétinian
etserki
achikiuiti
enentáimtajai
tiip
jáinian
turam
uuntnum
anankartin
áujkuram
nekaattawai
enentáimsairap
yusak
kuchi
winiajai
pachisar
wayamtai
wéawai
enentáimiuk
kapitiánin
pujú
uchiría
ajasua
tarach
támaitiat
yáunchusha
sepetéu
iskariúti
chichamur
uwemprattawai
uukma
nekanattawai
chinki
nawamnaikiar
pujusarat
wáitsatniun
shuárnasha
shutuapsha
enentáimturna
werimiarum
yúatin
túrarmena
tsawantaisha
enentáimtachu
junas
nukurísha
chichastaj
yatsur
kátsuram
arak
waras
mustasa
akupea
akupkattajai
átsuk
ṡnuikia
nuwé
nawantri
muuken
iwiarsarmiayi
yuminsamiayi
jiinia
awajeawai
kakarmarmijiai
uchirínme
jákatniusha
jakupuncha
suramsattarme
ṡwinia
umiktin
aani
chichasar
núnisaiti
ainiawai.
yapá
wáinkiattarme
káarak
uuntrinti
túrakui
petania
iikiu
uchirú
tsanirma
umirkarmiayi
achiktaj
enentáimpramniaiti
akuptukarmiayi
jeariar
iruntrarmiayi
enentáimtusam
uuntrun
túruiniawai
pariséutirmesha
mái
túratniusha
túrakrumninkia
máatin
seatarum
yuranminiam
amuukamtai
achikmia
atumniaka
jeatin
kuítniasha
túrayi
trainta
yamarman
áujsamiayi
nekaachmiayi
parapás
iik
umutai
muuke
yusrú
máktaranmaya
suntarisha
nemarsarmiayi
yúsaiya
aar
wajakim
amikri
nuap
titiai
akupeawai
numpa
tame?
nuwach
nuwachi
sutuma
yúsai
esetar
jesusaiti
ikiuki
umirkarum
pénkerchaiti
uwejejai
etseriarmiayi
urutmá
uwemtikrataj
jijiai
enentai
ṡnuinkia
tútsuk
takakjai
pujarmena
túramna
untsurín
awajsartatui
winian
iistaj
nékainiatsui
chicháa
tumintin
túrutai
surusta
uwemtikrampratniun
nekaki
enentáimtusarti
shuartikia
atan
chichaakui
najanamusha
iniaisata
pujajnia
jeeá
táarmatai
nakitiawai
awajsatin
chichaa
anearta
maamu
túrame
enentáimtana
takakuyi
aneak
túrunatin
mesetnum
chichasarmiayi
pitruncha
núnik
yáunchuka
ajasam
tíminiaiti
awajturmaji
iniakmasmiayi
enentáijiain
amuukashtinian
chichamesha
wínian
wáinkiaitjai
susattajai
enentáimmiajain
enentáimtakrum
muriksha
takáa
iwiaakmajai
tunaajainchu
tawasap
entsaru
antiukía
estepan
charáa
sáurusha
anenkrattairi
shuarchajai
nunkancha
timiutéujai
nakitiainia
awajsatai
súsatniun
pápruitjai
numpajai
jarutramkamiaji
núnisaitkiuinkia
uwemprattame
krístunun
umirkatniuiti
súsatniua
namanken
étserkun
yúsjai
takastarum
umpuarmatai
paintikuatru
tanku
aarmauyi
túrutmiai
nakakam
apraámsha
jakup
akiiniamiayi
anaikiamuiti
marin
aamtikramiayi
irutis
untsukarmiayi
yaa
jintianam
jusen
ajasun
nasarét
enentáim
jisha
uchiruiti
uuntrum
awajsata
tunaarum
nekajai
tsuármiayi
nunkanmayasha
túrajai
nakitrattawai
enentáimprum
júnaka
tujintiamu
métekete
apachi
winitiá
winiawai
amaini
jesusá
peprunmaya
enkemar
nékayat
kanarai
chichachu
etsermiayi
jáiniancha
yusaiya
jíinkitiarum
akupeajrume
títinian
yanaki
ujaktarum
akupeajai
chicharkamiayi
tiru
akupkamunam
áujsachukaitrum
aniiniak
kapitiántrin
enentáimna
itiá
túrachkunka
wáinkiatniun
wakeruiniayatan
umirainia
suruk
kukar
amuk
ṡju
erutisan
juankan
iirui
wekaan
menkakamiayi
jakati
yúsnaiti
waitnentrurta
kapaaku
tíniuitrume
túrunattana
enentáimtsurmek
áchatniuiti
iniais
áujmatui
jeawarmatai
sian
aarar
nútiksamek
uwempratniun
uku
nantaktiatjai
atumjainkia
tútaisha
werimiayi
yana
máawar
áujmatman
máatarum
kajek
entsatai
shuarincha
kuitri
nantakiar
watsek
enentáimtarum
awajsar
jintinniutirmesha
kuri
nayaimpin
iwiarsamu
enentáinkia
túrunat
meset
etserniuitjai
uwemprarat
ajasuka
tumá
nekaachminiaiti
aneara
takatsuk
arma
umik
atsaisha
jurusarmiayi
uuntriin
uminkiattawai
kanúu
puniajai
wakeraknaka
suntarjai
yapiniam
kajerainiak
tawaspan
aaniun
múuknum
chichamjainkia
aartaj
krúsnumia
tutupin
jusa
wáitrin
nantakni
kariréanam
anturkar
náarun
warainiak
túratniujai
nékatsui
túrutma
nantakniuiti
nukurín
seata
matsatu
senkuenta
nayaimpinmaani
yurumáwarmiayi
áujas
wenejai
chichamka
tawai.
nunkanmaani
aan
aimkiarmiayi
erutissha
wésar
iimiainiamunam
ímiatrusan
tunai
túrakum
uchiru
wéenak
ajasume
tímiai
enentáimtaji
tawitkia
shuarisha
jeasha
wáinkiartatui
jeakui
iwiaratarum
umararmiayi
iimia
yapajiá
piratun
semunkan
jear
yámankamtaikniumia
tawitian
tuíniak
warasarmiayi
nuapen
aparísha
wáiniuk
nankaamantuiti
antukarmia
wáintsuk
wáinkian
atanka
tutainium
anaikiamiayi
túratniuitrume
nakitrarmiayi
takaana
titin
kijin
etserniuri
numpen
wáitkiashtatrume
enentáincha
susattawai
páchim
atsutí
wakeriarmia
tsáapninia
ayashtin
júana
tátatui
túrakun
araana
iisan
untsumman
túrutui
amaana
maná
súana
enentáimtus
uuntrinkia
uuntcha
jákatniuncha
weri
pujajna
níiniun
uunta?
aneajrumna
pujakur
ashamtsuk
atarum
aintsam
israera
entsajai
wayawarmiayi
tímianak
jesukrístunun
umirkaru
emetamu
nuikkia
enentáimprata
jupe
itiaria
wémajai
chipri
antiukíanmaya
túrunawar
akupeaji
masetúnianmaya
ipisiunam
kawainium
píriks
kakarmaiti
awajenawai
yajasmancha
yusnasha
umirkatniujai
enentáimtusmiayi
enentáimtakur
waraaji
pujayatrik
enentáimpratai
ajaji
tunaaka
ajasuitrume
timiajai
yáinmaji
nekaachman
nakittsuk
túrajnia
shíiraiti
amikmaatmainiawai
enentáimtajrume
wakeruktarum
ántrar
titiun
túraji
wekaaji
chichainiawai
wakeramunak
awajnasti
ártiniaiti
tutainti
enentáimpram
kurin
kuíshtinia
akuptai
kukaria
ukarmai
namankésha
tawitcha
isak
jakupa
yachijiai
papirúnia
akiiniamtai
winittiawai
pirinnum
wáinkiarum
eem
yusnan
etserkamu
aanis
iniaisamiayi
wáinkiámiayi
nekapsataj
pujuschamniaiti
túrakrumin
siria
turamartatui
umíana
unuiniana
wekasatniuitrume
iwiarata
ántichukaitrum
jiimi
wáitrutsuk
tákuisha
pénkerak
túrakminkia
nékainiatsna
kasasha
amiin
warin
kashinkia
enketna
yatsumi
yawá
seakrumninkia
muisaissha
wankaram
nereatsui
turutiartatui
penke
tikishmatramiayi
ainiayat
chichamtaik
antumian
umirainiatsuk
péprurin
chicharui
maam
máakete
winim
antinmiayi
wishikrarmiayi
uwejnum
nantakmiayi
tumas
jukiirap
nánkamsan
yachincha
mashi
nankaamaschaiti
takarniusha
tsawái
emesrattawai
wekainiawai
waketkiarmatai
iwiarat
shuarnaka
pachiinkiatniun
tátiniaiti
yurumin
wáinkiatá
unuimiaru
uchichia
nékarui
akaiki
máatniun
kakarmarijiain
ṡatumsha
umar
janki
wainkia
antuktinian
enentáimtamun
áujmatsamiayi
ajawai
kanawen
irurar
etsa
akupniuyayi
túramuncha
kanunmaya
akupkarta
ṡurukamtaik
puur
wajana
iniaisarum
chichammin
ṡshuar
takakainia
wáitkiartatui
pítruncha
menaint
aminiu
auju
náinniumia
áujmatainiak
uchia
enentáimtumana
ajasminiaiti
pujusam
nuwancha
susamua
suritkiairap
ṡwarinia
aneamna
jíinkimiai
wáinniun
surutkartatui
untsumkarmiayi
wajas
kusurun
umpuuru
jinkiamu
aitkiarum
ekeemak
itiarmiayi
wearmia
aarchamukait
numin
tunainiarmiayi
nakitiajai
ajan
katsumkar
apujsamuiti
awajsarmai
chichaame
sésar
áujmatsarmiayi
antrarum
wayataj
nayaantsanmasha
kusurua
ainiuitrume
ikiusma
wakeruktincha
muijmiai
aitkiasnak
warijiain
awajsarti
muranam
kuírchin
yaasha
wincharijiai
tátinian
wau
inkiun
kari
susamai
waa
wajainian
tiartatjai
najanamunam
jeari
shiniatsain
iwiáa
aparú
áujuk
ura
numijiaisha
nuarí
wetí
aentsrarmiayi
tikishmatrar
awatiarmiayi
uchiríntjai
iwiarsamun
wáinkiarmia
kapitiántrisha
nemariarmia
marikia
tarachjai
táurmanum
wáinkiarat
aarmarin
túrunaiti
tikishmatrarmiayi
ujaak
pujurmiayi
ímia
peaknum
káutkarmiayi
suritkiarmiayi
ashi
wayatniun
ṡtuá
tsuártinian
naarin
jeariarmiayi
téntakar
wakerutmarme
sesenta
káanmatkanam
chíchimi
irunturarmiayi
túruta
wa
uwejen
jiirki
waka
jaan
tarume
awajsamniaiti
tsanirmatniusha
ampirma
ṡtura
chíkichcha
arantukarmiayi
awajtawai
túrakka
aintsamek
chichamnasha
ukunmaani
túmainiai
tíarmiayi
turamainiakuisha
jiinkimiayi
achiktai
uuntaiti
túramkuinkia
numincha
numijiai
wayan
warinia
ṡchíkich
akupniurin
áujsar
anaikiamuri
iistai
wáitiri
chikichkinkesha
chichamencha
enentáimturma
tutain
awajsamuiti
wakerakui
murikrin
káunkarmiayi
waaka
wáinkiajai
enentáimtiarmiayi
nújain
júuktatui
nankamamiayi
túrachmin
kanun
kanusha
túmak
achikmiayi
jearui
úmutsuk
wekaráktak
tsuárman
weantuk
unuiniamu
iimiata
seamjai
jeatemamtai
tsuumai
aarmanum
marta
winiak
amikmatai
áujsatin
amasta
nujain
máawartatui
iruntrarmia
awajnastatui
átatme
tímiayi.
enentáimtakka
menkaka
wáitiajai
kuítrumin
iwiaakuiti
amuicha
jakamai
iimiastarum
takakmena
túrataj
sakíu
uwempra
wétsuk
awemarmiayi
katsekkar
nékatsuk
sarmu
amuukachminiaiti
ajastiniaiti
juiti
enentáimiainiak
chichamjaisha
wáitiaji
súramji
yáitiam
atsamu
apraámka
túrachmiayi
jákashtinian
túrattaji
aparnasha
uwemtikratniun
pénkeraitrume
takarniuka
wéakun
pujustatrume
enentáimtakrumin
núnisar
awayámiayi
uuntach
akatramurijiai
nákastarum
nekaatniusha
ruma
yusru
pítrujai
awajtamsatniun
túratai
amuukattawai
pimiutkamuyayi
enentáimtikrarmiayi
umirainiawai
tesaamunam
pítruka
túmaitkiui
jesukristu
uchirinti
waitnentramak
páprujai
sérasjai
jeawakrin
árinin
najanamuka
anaikiaiti
kurintiunam
takat
intiashin
ipisiunmaya
túruki
nékainia
túrawairap
uwejrujai
umirkashtin
sirisia
yuminkramu
nákatsuk
jintintiata
takasar
ainiatsui
tsupirnakcha
papisha
yusnumia
enentáimtakrin
túrashtin
ajasuitji
umirniuitrume
wakerutai
túriniaiti
wakeramujai
pujurtamji
aneakun
wakerakuinkia
yáunchu
akupniuka
pujakrisha
enentáimtuschatniuiti
túrakur
katsuntratniun
jintintramji
enentáimprashtiniaiti
chikichkiiti
chichaajai
enentáimkiun
enentáimtikratniun
aaran
yuminsarum
shuarjaisha
ajasurme
pimpitsuk
jakamun
anenmak
áujtajrume
awajkartin
máatrachu
enentáimtakun
tsaninkrum
umirka
wekasatniuiti
emetata
penkeran
túrinia
chamir
pachiimias
namanké
nekapmarchamnia
apajaisha
