եւ
երեսը
ճանապարհին
վկայում
առանց
գալու
ձեւով
տրուի
սեղանի
պղնձէ
աղօթքի
նաւակ
յովհաննէսին
օրով
մէկը՝
աշխարհից
ծառ
էգ
բնակուեց
ծնելուց
դուստրեր
նոյը
երկարութիւնը
առան
գտան
հասակում
ասացիր
որտեղ
ազգերի
ունեցուածքը
իրենք
որդին»
գինի
մարգարէ
եղբօրը
վկայութիւն
ջրհորի
ձեռքից
ո՞ւր
մտնում
ոչխար
կոչւում
ելնում
փառքը
հասաւ
նստել
լինէր
եգիպտոսում
լի
չունի
մահուան
գերեզման
լինել
վրայ՝
ես՝
զօրութեամբ
վերցրին
թագաւորը
իսրայէլացի
արձակել
վե՛ր
ծովը
մտնել
լծակները
օղակների
շերտի
գինին
եղիան
ահաւասիկ
ջրերը
գիշերը
գետի
երեկոյեան
կնոջն
այսինքն՝
սկսեցին
ազգի
կանգուն՝
բռնեց
զոհասեղան
ուխտ
աւելացրեց
սերունդը
աբրամն
էր՝
վերադարձան
ծառաների
մայր
սառան
շնորհ
տեսնել
վախեցան
ձայն
դրանով
ռեբեկան
տո՛ւր
մաս
զարմացաւ
հա՛յր
լաբանի
անցաւ
հայրերի
աշխարհում
գաւազանը
«ձեր
պատրաստեցին
բոլորին
ոտքի
պաշտօնեաների
կանչելով
մարիամ
աղաղակեց
հատուցի
շուրջանակի
սեղանը
կտաւից
սրբազան
բերում
յովհաննէս
եկայ
նրանով
գտնում
կորցնի
խօսքի
սկզբից
քահանայապետները
քահանայապետի
ունէք
կինն
զգեստներ
ուստրեր
հոգու
լայնութիւնը
քանզի
բոլորի
մեռնի
տեսնի
աբրամին
տեսնեն
կ՚ասես
յորդանանի
որքան
հզօր
վախեցիր
օտար
միջով
ընտիր
բաղարջ
նրանց»
դուստրերին
երդման
մանկան
ջրով
էշի
վերցնի
գալ
«զգո՛յշ
հանելու
լաբանը
դրեցին
ազատ
գցեց
դրել
գնա
սպանել
ռաքէլը
էիր
«երբ
բերել
որդիներից
թողեց
դո՛ւ
մեղաւոր
մօտենալով
գիտեմ
հանել
գալով՝
ելնելով՝
գնալ
դեռեւս
զգո՛յշ
փառքով
կանգնել
աշտանակի
խարիսխները
լանջապանակի
պաշտամունք
մկրտում
բժշկեց
կարծում
դեւեր
օրէնսգէտները
սաստեց
աշակերտը
լսելու
առակներով
սրան
փարիսեցիների
տաճարում
ջրերի
հողը
տարուայ
սերնդի
բացեց
հեռացաւ
նոյի
տապան
ներսից
մտնես
վերցնես
իջնում
արեան
ցեղերի
այդտեղից
ընտանիքի
ա՛ռ
դնեն
բնակւում
եղբայրներ
սոդոմացիների
կտրեց
կրակի
տեսայ
սրանից
ասեմ
հրեշտակները
մեղք
սրտով
«աստուած
չափ
տուէ՛ք
արծաթը
գործը
«ինձ
չենք
կենալով՝
տեղի
հրաման
տեսանք
պատմուճանը
«հա՛յր
անեմ
տաս
սրա
ինքս
«թո՛յլ
պատրաստ
մտնի
անունները
արի՛
խորհուրդ
բաժակը
«գնացէ՛ք
եգիպտոսից
սկսած
փառքի
առջեւ
ձեզ»
նշաններ
նոյնն
մեկնեց
միշտ
կողմերից
հաւատացին
օծութեան
մէկուկէս
միւսը՝
բեհեզից
խարիսխները՝
կ՚օծես
դնի
այնուհետեւ
հերովդէսը
ծոմ
գալիլիա
աղքատներին
հոգ
կամքը
մտնելով՝
օրէնսգէտներից
դիպաւ
կոյր
ամայի
«ո՛վ
շատեր
օրէնսգէտներն
ձիթենեաց
գիտենք
կոչում
սպասում
պետրոսն
աշխարհ
երկիրն
հաւաքուեցին
թռչունները
մարդն
ծառի
միայնակ
երկուսն
մերկ
գիտէր
արդեօք
տուեցիր
«քանի
ուտի
մի՞թէ
բարձրութիւնը
դուռը
ուխտը
սերունդ
անասուն
վրայից
որն
անասունները
դո՛ւրս
դնում
ուխտի
ղովտին
դուստրն
գնան
զաւակ
այն»
կրակ
նրանց՝
պատրաստուած
տիրոջն
մտել
տղամարդիկ
սրանց
ուղարկել
եղբայրն
հաւասար
ոչխարի
վրան
առնի
աստուածն
«միթէ
բարձրաձայն
քարը
իւղով
որտեղի՞ց
ռաքէլի
նաժիշտ
լիան
թո՛յլ
մնացած
գիտէք
իմն
«գնա՛
հարուածի
ուղարկում
առաւօտ
բռնել
դուստրը
թագաւոր
երկրպագում
յուդայի
կարողանայ
ճիւղերը
հասկանում
դրուած
զարմացան
արած
վերցնելով՝
հողի
ասեն
հանդերձ
ասի՝
գամ
առ
տուին
կատարելու
սրբութիւն
առաջից
քահանայութիւն
սինա
մեղքերի
«եւ
տապանակի
տապանակը
մոյթ
կողմերի
խոյակները
պղնձից
ոտքերի
այո՛
բերանով
քարոզում
հիւանդներին
երուսաղէմից
դեւերին
դաւթի
առակը
գցեցին
նաւակի
դրամ
վերջին
քահանայապետներն
ճշմարտութեամբ
մագդաղենացին
«ռաբբի՛
խաւար
վեցերորդ
այսպիսով
չկար
ուտել
չգտաւ
ծածկեց
կերաւ
հովիւ
տարեկանին
սիրելի
նոյին
ոգին
կ՚անես
բոլորից
որոնցով
տարում
ամսի
եղող
թափուի
սերունդների
տեսնեմ
գնալով՝
սերունդները
առաջ»
աբրամի
նաքորի
նախահայր
ընկան
այդտեղ
սով
սովը
ձախ
գնաս
ծով
բնակուող
մնայ
հաւատը
զաւակները
պահէք
«այն
ճանապարհով
ունեմ
կարելի
հաճելի
մանկանը
ռեբեկային
գերեզմանի
վերցրո՛ւ
«ո՛չ
բոլորն
ուտեն
յանձնեց
բերես
ասացէ՛ք
արծաթէ
աղջիկը
առնելով
եսաւն
պատուիրանները
աստիճան
գործել
«մենք
որդեա՛կ
դրանցով
համբուրեց
հանի
սահմանուած
գլխի
ռաքէլին
ծառայի
լիայի
լիային
ծոցը
ինքդ
գիտես
սպիտակ
գալով
վկայ
քարեր
ո՞ւմ
հարցնում
եղան
«քեզ
«վե՛ր
յայտնի
համաձայն
իսրայէլն
ուղարկեցին
ձեռքին
աղաղակ
եգիպտացիներին
ձեզ՝
իջնի
չգիտենք
ղեւիի
աչքի
օրէնք
հիւանդ
վախեցէք
արձակի
ձեռքն
իւրաքանչիւրը
կացէք
կատարես
չէ»
ցուլը
այրի
տօնին
առաջաւորութեան
միաձոյլ
ճարմանդ
արծաթից
խարիսխ
վարագոյրը
սրբագործես
իւղը
գործի
խօսքերով
աւելին
մարդկանցից
հրէաստանի
մարգարէների
փարիսեցիներից
շատերին
ծածուկ
թագաւորութիւնը
ձե՛զ
կափառնայում
դեւը
զեբեդէոսի
մատնի
օրինաւոր
միայն՝
վերցուի
առակ
բազմութիւնը
վարդապետ
յետեւից»
իշխանութեամբ
ուրիշներ
յարութեան
օրէնքի
քրիստոս
քանքար
սիմոնի
ժամ
գոհութիւն
սա՛
վերստին
վկայութիւնը
լոյս
սերմը
լցրէ՛ք
ծառերի
պտղից
անչափ
«ո՞ւր
կառուցեց
ութ
ապրում
տապանը
դրսից
կերակուր
երկարեց
հանիր
հետ՝
օրհնեմ
օրհնեալ
քոյրն
շնորհիւ
կնութեան
վայրը
ոչխարներ
գործում
գիշերով
վարձը
նախնիների
գետը
եգիպտացի
սուր
հնարաւոր
ջրհոր
երկրպագեց
գաղտնի
գտնուի
բե՛ր
մօտեցել
մեծը
բացուեց
բռնեցին
թափեց
երազի
կ՚անի
արդարեւ
ծեր
յայտնել
լսի՛ր
աբիմելէքը
երկար
ծառաներ
հեռուից
վայրի
քետի
ներկայութեամբ
դուստրերից
ծնուել
պահին
տէ՛ր»
ուղտերի
դրսում
պարգեւեց
ա՛յն
աղջկան
եղբայրներն
անմիջապէս
«նա
սիրեց
եսաւին
զաւակներին
«որովհետեւ
մեծահարուստ
շուրջ
ասածը
«դո՞ւ
ցորենի
յուդա
ինչքան
կ՚ասէք
ելնեն
տեղում
մեզ»
իւրաքանչիւրն
եկէք
ճանապարհը
կապուած
պատահեց
թողնելով
«դրա
պարարտ
ցորենը
նոյնիսկ
ցորեն
պարէն
էիք
բերէ՛ք
տանեն
այսպիսի
մանուկներին
մահիճը
կողմն
երկրից»
քայլում
մանուկը
անապատ
գերգեսացիների
զարմանահրաշ
անես
հաւաքեցին
չափով
գնացէք
«ոչ
լսի
խմելու
հարաւային
մինչդեռ
զատկի
օրէնքը
ամպի
դատում
«դո՛ւ
միւսին
կարգի
ներկուած
լոյսի
ձէթ
ծայրերին
կտոր
պատուանդանը
կցուածքի
հագցնես
խնկարկութեան
դրան»
«ով
եսայի
յովհաննէսն
բժշկում
մարգարէներին
կամենայ
մեղաւորների
սրտերը
խոզերի
մօտենալով՝
բաներն
մատնեն
քաղցած
կարդացել
քրիստոսը՝
հանեն
որտեղից
մարգարէներ
նեղութիւն
ուտելիք
աշակերտներն
յակոբոսին
հաւատարիմ
աքաղաղը
ամենքին
հաւատաք
երուսաղէմում
որով
ադամը
երկուսի
պառկեց
անց
սպանի
մեռաւ՝
ապրելով
քամին
կատարեալ
թռչուններից
մտնեն
երեսին
մարդուց
դադարեց
որդիներին՝
գալիք
ամպերի
ունեն
արի
կոչուեց
երեխայ
բերած
հօտերի
ղովտի
թշնամիներին
պանդուխտ
գետից
աղախին
աղախինը
փախաւ
աղբիւրի
աստծուն»
ազգ
իսմայէլի
նկանակ
չե՞ս
արդարների
«չեմ
կործանի
առնելու
յիշեց
մեռնելու
ունես
տէրը»
յայտնեցին
լուր
առել
երդուեց
հանեմ
ձեռքերի
քոյր
արջառ
կ՚առնես
տամ»
ռեբեկայի
աւանդեց
եգիպտոսի
հօր՝
վատ
մատուցեց
արտի
վերջացրեց
ասորիների
աչքին
երազ
կանգնեցրեց
էք»
ենք»
արածեցնում
արիւնից
լաբանին
ռաքէլն
հնձի
մասը
չտուեց
վիճում
ձեռքի
հրեշտակների
եդոմի
տասնմէկ
ընծաները
բերէք
լինենք
իսրայէլը
քարէ
պատմուճան
բանտ
նետեց
բանտում
բանտի
կուլ
բերքի
իմաստուն
պարկի
կրկնակի
բաժինը
խմում
այդպիսի
չմնաց
գործերի
այստեղ»
մանուկ
«մեզ
թաղել
լրացան
ոտքերն
ջրից
յաջորդ
«ձեզ
լսեն
գցիր
խօսի
տեսնելով՝
մատուցենք
շինում
բաների
կարծրացաւ
արձակի՛ր
կարկուտ
աղօթեցէ՛ք
մորեխ
կ՚ուտէք
թթխմորով
իւրաքանչիւր
ժողովուրդն
ամսին
տրտնջում
տեսաք
ժայռի
փրկել
հաւատայ
ամպը
լեռից
աստուածներ
ընկնի
վճարի
անիրաւ
այգու
բաղարջակերաց
ա՛յդ
բարձրացան
զարդարուած
պատես
պսակ
բարձրացնեն
կափարիչը
ներքեւի
կ՚ամրացնես
զգեստ
կրի
մատուցում
խմի
դիտում
բաժանուած
երկուսը
քահանայապետներին
գտնէք
նազարէթ
նաւակը
ժողովարաններում
աւետարանը
երկիր
սրտում
գայթակղեցնում
հրապարակներում
մարմնի
զօրաւոր
խաղաղութիւն
խորհում
մեռած
հայրը՝
դեւ
լինէին
կամ՝
ժողովրդից
լեռ
անձի
թողնի
«ահաւասիկ
մատնուի
տաճար
անում»
սպանեցին
փարիսեցիներիդ
ահա՛
փեսան
«եկէ՛ք
քահանայապետների
յիսուսին՝
յակոբոսի
զարմացած
հրեաներից
տեսակի
իրարից
բազմացէ՛ք
հինգերորդ
սողացող
անձրեւ
արեւելեան
ճիւղերի
մշակի
«այժմ
որից
բազմացնեմ
կայէնը
հող
ընծայ
ենոքը
անունը՝
եօթն
կանչում
ինը
տասնհինգ
եօթանասուն
արժանացել
լցուեց
քառակուսի
շինես
լինեն»
գտայ
երեսից
ջրհեղեղից
նշանը
չտեսան
սէմի
սահմանները
հասնի
«սրանք
սարան
ամուլ
դարձնեմ
խփեց
ապրի
բերեցիր
ունեցուածքով
փախան
մատնեց
վերադառնայ
անցան
ջրհորը
սերնդից
պահես
«մի՞թէ
ազգերը
յանուն
թէեւ
դարձան
տղամարդ
«աղաչում
փրկեց
դուստրերը
քարայրում
աղօթք
մնաս
արա՛
տարիքում
ճիշտ
ունեցած
պատահել
անուան
կացան
կրակը
հապա
աւազի
ագարակի
զոյգ
դու»
տուած
«կը
գալիս»
վախեցաւ
բանն
արեցիր
ժողովրդին՝
բերք
եկաք
ուլ
եմ՝
նստի՛ր
շուտ
ձեռքերն
ի՛նձ
հաստատուած
կոթող
ոչխարներին
տարէ՛ք
բերանից
ռուբէնը
ոտք
ոչխարներն
ճիւղեր
մաքիները
նայելով
ինքներդ
տե՛ս
երեխաներին
վնասը
ձեռնունայն
աչքը
փրկի՛ր
«ասա՛
խօսելու
իմացան
դստերը
լինելով՝
թամարը
թագաւորեց
հանգիստ
թւում
անապատի
օգուտ
մէջքին
եղբայրներից
այծի
տանելու
ողորմութիւն
հասկերը
սովի
իմանայ
ընթացքում
ենթարկուի
իրաւունք
հացի
եղբօրն
մեղր
խունկ
վերցրէ՛ք
«ինչպէ՞ս
տակաւին
իւրաքանչիւրին
չգիտէք
այնպիսի
մեռել
իջի՛ր
մանուկների
դահեկան
գեսեմ
առնելով՝
չունեն
կան
տաք
պահել
երդուել
թողնում
ցեղից
հիւսուած
ականատես
ծեծում
բարձրացրին
ուզի
նշանները
պաշտի
կատարուեց
արձակեմ
ահարոն
յարդ
մարիամին
լսի»
խմել
ունենան
կարծրացրեց
ճանաչէք
սահմաններից
արձակում
ցերեկ
մտնէք
«դա
կայք
հետեւեալ
անհրաժեշտ
կողմերը
խումբ
վաղը
ուժգին
քարերը
ուզում»
սիկղ
տօնը
առնեն
կափարիչի
հովանի
անցկացնելով՝
տաղանդ
տրուեց
խորան
շերտերի
մասերը
ծովահայեաց
առագաստը
լանջապանակը
ճշմարտութիւնը
բեհեզով
խորանը
մատով
խոյի
եղջիւրաւոր
սրբարանի
աւազանն
պահեն
յայտնապէս
տօնի
ոգի
երեսի
դաւիթը
հոգուց
դաւթի՛
մկրտիչը
քաղց
հեթանոսների
սիմոնին
գալիլիայից
«դո՛ւք
դէ՛ն
գեհեն
առնել
սիրես
արեգակը
երկնաւոր
ընդունի
եւ՝
զգեստներով
ատամների
պառկած
ներուած
հայհոյում
իմանաք
փառաւորում
մաքսաւորների
տիկերի
տիկերը
բժշկուեց
համր
դեւերի
տասներկուսին
հեշտ
մարմինն
դահեկանի
վերցնում
ուրիշին
մարգարէները
իմաստութիւնը
դատապարտի
կոյրը
ներուի
յովնանի
փշերի
ցամաք
ժողովարանում
սակառ
«ինչ
գալ»
ճանաչեցին
իմացէ՛ք
երկուսին
մարմին
շատերի
օրհնեա՜լ
ասում՝
երկրորդը
կեղծաւորներիդ՝
օրէնսգէտներիդ
տաճարը
ոմանց
թողնուի
վախճանը
խաւարի
դուք՝
չգիտէ
թէ՛
տասներկուսից
զատկական
ընթրիքը
բռնելով
ձայնով
գերեզմանից
փառք
կրկին
գիւղ
կատարուած
«սիմո՛ն
թարգմանւում
ծնողները
ուրախ
ատում
հրեայ
երկինքն
բաժանեց
առաւօտ՝
հաւաքուեն
պարունակող
տարիները
գիշերն
խաւարը
չորրորդ
ունեցող
սերմ
դաշտային
աղբիւր
տնկեց
ստեղծած
ոսկի
ոսկին
դրախտում
ուտէք
քնեց
ադամն
աստուածների
պտուղը
ամուսնուն
ձայնն
այստեղ՝
դնեմ
ընդունելու
«լսեցէ՛ք
ծածկը
ընտանիքը
ցեղի
քե՛զ
անպիղծ
ջուրն
դնելու
նշանն
որոնցից
թարան
եօթանասունհինգ
ունեցուածքն
պանդխտութեան
հարուստ
բեթէլ
հովիւների
սերունդներին
կաղնու
գոմորացիների
թագաւորի
հաւաքեց
ետ
թագաւորների
երազում
կորչում
հաւատաց
«ե՛ս
ծերութեան
ամորհացիների
աղախնի
յղի
դատաստանը
հաճոյ
չլինի»
ունենաս
կ՚օրհնեմ
դառնայ
«այո՛
ծնի
տանն
արա
պատրաստի
կաթ
ծերացել
ծննդաբերելու
կենալով
աղաղակը
խօսեմ
կանչեցին
մնացել
դռները
«ա՛ռ
ծագեց
բարձրանում
հնոցի
շրջակայ
մնալ
«մեր
կրտսերը
սառային
ինձ՝
արեցի
աղօթեց
ասուած
մեղանչի
երկուսով
միակ
հօրը՝
որդեա՛կ»
կապեց
կախուած
«տէրը
լսեցէ՛ք
քետացիների
«գուցէ
միջագետք
ուշադիր
լուռ
լինելով
մեծապէս
չէի
«տէրն
զարդեր
խմեցին
թողէ՛ք
նստեցին
նախնիներին
թաղեցին
քետացի
մեղքի
արջառի
փորեց
վէճ
ուտեմ
այդքան
ամենից
«արդ
կ՚ուղարկեմ
երկուսից
գնացել
օծեց
ասորի
միս
ամիս
դարձրեց
սիրի
բարկացաւ
«այսօր
յովսէփ
պտաւոր
գառներ
մաքիների
կոթողը
ուրախութեամբ
«ում
չգիտէր
մտնելով
ո՞րն
բարիք
կ՚անեմ
պատկանում
անունը»
ուժեղ
պղծել
չպէտք
տանք
որդիները՝
ղեւին
սուրը
կորած
ներքեւ
մեռնում
ցեղապետերն
իսրայէլում
տեսած
էինք
դառնալով
խօսքերի
«չէ՞
առաջինը
կնոջից
ստանայ
տարածուեց
մօտենալ
լսելով
նախկին
յիշի՛ր
եբրայեցիների
դրանցից
ելած
երկրում»
վաճառում
գնելու
միւսն
իւրաքանչիւրի
թողնես
ասելու
բենիամինի
լուանան
նստում
սկիհը
տարին
սերնդին
եկէ՛ք
յուդային
հացով
բերքը
ձեռքդ
ընկնելով
թողեցին
բազմութիւն
մայրն
զամբիւղ
ասելով՝
մէկին՝
հանի՛ր
աստուածը»
յիշատակ
ծերերին
գետնի
կոյրին
պատգամները
չուզենաս
կատարել
մահ
է՛լ
ծանր
հաւաքի
ուղարկեցիր
տեսնես
մարգարէն
կանգնի՛ր
հարուածեց
հարուած
մեկնի՛ր
ուրեմն՝
հաւաքել
«գնացէք
կատարէք
իսրայէլացիներն
զատիկը
կ՚ասի
փառաւորուած
փառաւորուեց
փորձութեան
կերպ
պատրաստեն
տրտունջը
ունենաք
ծարաւ
դատելու
կատարեն
լսէք
օրում
մահապատժի
աչք
տախտակները
սրտից
բեհեզ
մորթիներ
օղակները
կողքերից
բնի
վարագոյրի
նոյնը
արտաքին
շերտերը
մոյթերի
նիգ՝
սրբութիւնների
առագաստների
մտքով
բեհեզէ
ակնաքարերը
թուով
ներքին
քղանցքներին
զգեստներն
անուշահոտ
ողջակէզների
ընծան
սրբարանում
լիտր
դրամը
աշտանակն
քահանայի
հանեցէ՛ք
«երկնքի
փոշին
միւսը
ընկերոջը
ների՛ր
շնորհին
հեռանում
միջի
խնկերի
ցցերը
սիւների
վերեւից
նախքան
հերովդէս
երուսաղէմի
լալիս
երկինքը
զգաց
հրէաստանից
ուսուցանել
աղը
ինչո՞վ
դո՛ւք
մարգարէներից
գեհենի
ասուեց
կտրի՛ր
խնդրում
ողջոյն
զօրութիւնը
գանձեր
աճում
խնդրեցէ՛ք
հնազանդւում
մահճի
անդամալոյծին
կանչելու
հին
կոյրեր
փարիսեցիներն
առատ
աշակերտներին՝
իսկարիովտացի
խօսէք
հալածեն
ելել
տիւրոսի
սիդոնի
տաճարից
խստիւ
չասեն
որոնում
խօսքն
«ահա՛
սերմանում
հերովդիայի
նաւակով
քաղաքներից
զանց
պղծում
բերին
նկանակը
քանի՞
քահանայապետներից
լուսաւոր
գայ»
չկարողացան
առնի»
պարտք
սաստում
կեանքն
մշակներին
լումայափոխների
թէ՞՝
ասենք՝
մշակները
գրքերում
անարգեցին
հարսանիքի
կայսեր
մեղքը
պատերազմների
հնար
«բայց
տուիր
ամէնքդ
քահանայապետը
զինուորները
ծաղրում
պիղատոսի
գերեզմանը
տեսէ՛ք
