ⲟⲩⲟϩ
ϩⲁⲣⲁ
ⲉϩⲟⲧⲉ
ⲛϩⲱⲃ
ⲛⲉⲟⲩⲟⲛ
ⲛϫⲉⲫⲛⲟⲩϯ
ϧⲉⲛϩⲱⲃ
ⲛⲧⲟⲧⲟⲩ
ⲉⲧⲁⲩⲥⲱⲧⲉⲙ
ⲛⲥⲱⲓ
ϩⲱⲛ
ⲟⲩⲃⲉ
ⲙⲡⲓⲥⲁϫⲓ
ⲉⲩⲟⲓ
ϧⲉⲛⲡϭⲟⲓⲥ
ⲡⲁⲓⲱⲧ
ϩⲁⲛⲕⲉⲭⲱⲟⲩⲛⲓ
ⲉⲓ
ⲛⲧⲉⲛⲓⲓⲟⲩⲇⲁⲓ
ⲛⲧⲁϥ
ⲉⲑⲟⲩⲁⲃ
ⲕⲉⲟⲩⲁⲓ
ⲁϥⲧⲱⲛϥ
ⲡⲓⲣⲱⲙⲓ
ⲡⲓⲉϩⲟⲟⲩ
ⲣⲓ
ⲉⲧⲥϧⲏⲟⲩⲧ
ⲁϥϭⲓ
ⲉⲧⲁϥϣⲱⲡⲓ
ⲉⲑⲛⲁϩϯ
ⲙⲡⲭⲣⲓⲥⲧⲟⲥ
ⲁϥϫⲫⲉ
ⲉⲡⲉϥⲣⲁⲛ
ⲉⲫⲛⲟⲩϯ
ⲛⲓⲫⲁⲣⲓⲥⲉⲟⲥ
ⲁⲥⲓ
ⲛⲥⲟⲡ
ϩⲏⲇⲏ
ⲡⲓⲥⲁϫⲓ
ⲫⲛⲟⲃⲓ
ϭⲓ
ⲛϫⲉⲡⲉⲧⲣⲟⲥ
ⲁⲩϣⲉ
ⲥⲓⲙⲱⲛ
ⲙⲡⲓⲕⲟⲥⲙⲟⲥ
ⲙⲱⲩⲥⲏⲥ
ⲛϧⲏⲧ
ⲉⲛⲁⲩ
ⲉⲧⲟⲩⲙⲟⲩϯ
ⲑⲱⲛ
ϧⲉⲛⲡⲓⲉϩⲟⲟⲩ
ⲟⲩⲟⲓ
ϧⲉⲛⲡⲓⲉⲣⲫⲉⲓ
ⲡⲓⲕⲟⲥⲙⲟⲥ
ϧⲉⲛⲓⲉⲣⲟⲥⲁⲗⲏⲙ
ⲉⲧⲟⲛϧ
ϩⲱϯ
ⲉⲙⲁϣⲱ
ⲡⲓⲙⲱⲓⲧ
ⲣⲱⲙⲓ
ⲉϩⲣⲉⲛ
ⲙⲟⲛⲟⲛ
ⲙⲡⲁⲓⲙⲁ
ⲁϥϫⲟⲥ
ϯⲥϩⲓⲙⲓ
ϯⲁⲅⲁⲡⲏ
ⲫⲓⲟⲙ
ⲉϥⲉϣⲱⲡⲓ
ⲙⲃⲟⲗ
ⲕⲉ
ⲛϧⲏⲧⲥ
ⲙⲁ
ⲙⲃⲱⲕ
ⲉϫⲱⲛ
ⲉⲧⲓ
ⲛϫⲉⲛⲓⲓⲟⲩⲇⲁⲓ
ⲡϩⲙⲟⲧ
ⲛⲓⲥⲁϧ
ⲙⲡⲓⲥⲗ
ⲟⲩⲧ
ϯⲙⲉⲑⲙⲏⲓ
ⲛⲓⲫⲏⲟⲩⲓ
ⲛⲭⲱⲗⲉⲙ
ⲛⲣⲟⲙⲡⲓ
ⲛⲧⲉⲓⲏⲥⲟⲩⲥ
ⲁϫⲟⲥ
ⲙⲟϣⲓ
ⲛⲣⲏϯ
ⲭⲁ
ⲧⲉⲧⲉⲛⲥⲱⲟⲩⲛ
ⲉϯ
ⲉⲥⲱⲧⲉⲙ
ⲙⲙⲓⲛ
ⲙⲏⲡⲱⲥ
ⲛϧⲏⲧⲉⲛ
ⲛⲉⲛⲥⲛⲏⲟⲩ
ⲉⲛⲁⲣⲉ
ⲭⲏ
ⲉⲧⲟⲓ
ⲁⲙⲟⲩ
ⲛⲟⲩⲁⲓ
ⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ
ⲥⲁⲣⲝ
ⲛⲉⲛⲏ
ⲉϥⲛⲏⲟⲩ
ϯⲙⲉⲧⲟⲩⲣⲟ
ⲟⲩⲓ
ⲉⲧϩⲱⲟⲩ
ⲡⲓⲙⲏϣ
ⲉⲛⲁⲓ
ⲛⲓⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ
ⲫⲟⲩⲁⲓ
ϧⲉⲛⲛⲓⲉϩⲟⲟⲩ
ⲛⲧⲉⲛⲓⲫⲏⲟⲩⲓ
ⲁϥⲉⲣϩⲏⲧⲥ
ⲛⲥⲱⲟⲩ
ⲟⲩⲛⲁϩϯ
ⲙⲡⲓⲣⲱⲙⲓ
ⲛϫⲟⲛⲥ
ⲉⲣⲁⲧⲉⲛ
ⲛⲁⲅⲅⲉⲗⲟⲥ
ⲡⲓⲗⲁⲧⲟⲥ
ⲫⲛⲟⲙⲟⲥ
ⲙⲡⲉⲛϭⲟⲓⲥ
ϩⲁⲣⲟⲓ
ⲉⲥϫⲱ
ϩⲓⲱⲧϥ
ⲛⲛⲉ
ⲥⲱⲧⲉⲙ
ϫⲱ
ϯⲥⲱⲟⲩⲛ
ϧⲉⲛⲡⲓⲕⲟⲥⲙⲟⲥ
ⲁⲩϯ
ⲉⲧϩⲉⲙⲥⲓ
ⲁϣ
ϩⲱⲟⲩ
ⲉⲩⲉϣⲱⲡⲓ
ⲛϣⲫⲏⲣ
ⲛⲟⲩⲛⲓϣϯ
ⲛⲓⲓⲟⲩⲇⲁⲓ
ⲁⲫⲛⲟⲩϯ
ⲁϥⲙⲟⲩϯ
ⲧⲱⲛⲕ
ⲥⲁϫⲓ
ⲡⲓⲗⲁⲟⲥ
ⲉϥⲭⲏ
ⲛⲧⲉϣⲧⲉⲙ
ⲉⲑⲛⲁⲛⲉϥ
ⲉⲧⲥⲱⲧⲉⲙ
ϧⲉⲛⲑⲙⲏϯ
ⲉⲧⲫⲉ
ⲛⲧⲉⲡⲕⲁϩⲓ
ϩⲓϫⲱϥ
ϧⲉⲛⲫⲛⲁϩϯ
ⲁⲓⲥⲱⲧⲉⲙ
ⲛⲁⲃⲣⲁⲁⲙ
ⲁⲃⲣⲁⲁⲙ
ⲙⲁⲣⲓⲁ
ⲉⲧⲁϥⲥⲱⲧⲉⲙ
ⲁⲩⲓⲛⲓ
ⲁϥⲟⲩⲱⲣⲡ
ⲉⲛⲁⲛⲉϥ
ⲛϫⲉⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ
ⲙⲙⲁⲩⲁⲧⲟⲩ
ϣⲁⲣⲉ
ⲟⲩⲏⲓ
ⲛⲧⲉⲛⲏ
ⲉⲫⲏ
ⲓⲉⲣⲟⲥⲁⲗⲏⲙ
ϧⲁⲣⲟϥ
ⲛⲁϣⲱⲡⲓ
ⲛⲓⲉⲑⲛⲟⲥ
ⲉⲧⲓⲣⲓ
ⲕⲁⲗⲱⲥ
ⲛϫⲉⲟⲩⲁⲓ
ϩⲟⲧⲁⲛ
ⲁϥⲟϩⲓ
ⲛⲥⲙⲏ
ⲡⲓϩⲙⲟⲧ
ⲛⲇⲁⲩⲓⲇ
ⲙⲫⲁⲓ
ⲛϫⲉⲟⲩⲛⲓϣϯ
ⲉⲧⲁϥⲧⲁⲟⲩⲟⲓ
ⲡⲗⲏⲛ
ⲁⲩϣⲱⲡⲓ
ⲥϣⲉ
ⲁϥϣⲁⲛⲓ
ⲛⲑⲟⲥ
ϩⲏ
ⲣⲱ
ϩⲱⲕ
ⲉⲡⲓⲕⲟⲥⲙⲟⲥ
ϥϫⲱ
ϧⲉⲛⲫⲛⲟⲩϯ
ⲉⲧⲁϥϫⲟϥ
ϩⲓⲧⲟⲧⲟⲩ
ⲛⲧⲉⲟⲩⲁⲓ
ⲛⲛⲟⲩϫ
ⲁϥⲥⲁϫⲓ
ⲙⲡⲁⲩⲗⲟⲥ
ⲛⲛⲟⲩⲃ
ⲁϥⲟⲩⲟⲛϩϥ
ⲥⲥϧⲏⲟⲩⲧ
ⲓⲁⲕⲱⲃⲟⲥ
ⲉⲑⲃⲏⲧ
ⲙⲁⲣⲉ
ⲙⲫⲟⲟⲩ
ⲛⲧⲉⲧⲫⲉ
ⲛⲟⲩⲣⲱⲙⲓ
ⲉⲧⲁϥϭⲓ
ⲛϣⲟ
ⲉⲧⲁϥϫⲟⲥ
ⲛϫⲉⲡϭⲟⲓⲥ
ⲧⲟⲓ
ϫⲟⲥ
ϧⲉⲛⲫⲁⲓ
ⲛⲧⲱⲟⲩ
ⲙⲡⲓⲗⲁⲟⲥ
ⲛϫⲉⲡⲁⲩⲗⲟⲥ
ⲙⲡⲉⲣⲉⲣϩⲟϯ
ⲛⲉⲙⲁⲛ
ⲛⲁϥⲙⲟϣⲓ
ⲧⲉϥⲙⲁⲩ
ϩⲟⲡⲱⲥ
ⲙⲫⲙⲟⲩ
ⲙⲙⲏϣ
ⲡⲓⲧⲱⲟⲩ
ⲛⲉⲙⲁⲕ
ⲛⲥⲁϫⲓ
ⲡⲉⲛⲓⲱⲧ
ⲉⲧϫⲱ
ⲁϥⲟⲩⲁϩⲥⲁϩⲛⲓ
ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ
ⲓⲃ
ⲛⲁⲛⲉⲥ
ⲙⲡⲓⲉϩⲟⲟⲩ
ⲧⲉⲧⲉⲛⲉⲙⲓ
ϧⲉⲛⲫⲣⲁⲛ
ⲧⲉⲛⲉⲙⲓ
ⲛⲧⲉⲡⲓⲛⲟⲙⲟⲥ
ⲡⲓⲛⲁϩϯ
ⲉⲫⲁⲓ
ϯϯϩⲟ
ϧⲉⲛⲧⲥⲁⲣⲝ
ⲥⲉⲙⲡϣⲁ
ϣⲓⲛⲓ
ⲡⲓⲡⲣⲟⲫⲏⲧⲏⲥ
ⲡⲁϣⲏⲣⲓ
ⲁⲙⲱⲓⲛⲓ
ⲛⲓⲡⲣⲟⲫⲏⲧⲏⲥ
ⲛⲟⲃⲓ
ⲙⲡⲉⲛⲑⲣⲉ
ⲁⲩⲉⲣⲟⲩⲱ
ⲉⲑⲣⲉ
ⲛⲧⲉϯⲙⲉⲑⲙⲏⲓ
ⲁϥⲙⲟⲩ
ⲉⲡⲓⲇⲏ
ⲥⲁⲟⲩⲓⲛⲁⲙ
ⲛⲛⲓⲓⲟⲩⲇⲁⲓ
ⲡⲓⲱⲟⲩ
ⲛⲁⲙⲉⲛⲣⲁϯ
ⲓⲟⲩⲇⲁⲥ
ⲇⲁⲩⲓⲇ
ⲛⲟⲩⲉⲣⲏⲟⲩ
ⲁⲛⲓ
ⲛϫⲉϯⲙⲉⲧⲟⲩⲣⲟ
ϧⲉⲛⲛⲓⲫⲏⲟⲩⲓ
ϧⲉⲛⲣⲱϥ
ϣⲉ
ⲛⲱⲓⲕ
ⲉⲑⲟⲩⲱϣ
ⲉϭⲓ
ⲉⲉⲙⲓ
ϥϣⲟⲡ
ⲉⲣϣⲓϣⲓ
ⲙⲡⲉⲧⲣⲟⲥ
ⲉϩⲱⲃ
ϩⲁⲣⲱⲟⲩ
ⲟⲩⲥϩⲓⲙⲓ
ⲛⲛⲓⲉⲑⲛⲟⲥ
ⲙⲟⲩϯ
ϧⲁϫⲱϥ
ⲉⲛⲉ
ⲉⲥⲁϫⲓ
ⲛⲭⲣⲱⲙ
ⲡⲉϫⲁⲥ
ⲙⲡⲟⲩⲣⲟ
ⲁϥⲱϣ
ⲟϩⲓ
ⲉⲧϯ
ⲛϫⲉⲛⲓⲁⲣⲭⲓⲉⲣⲉⲩⲥ
ⲛⲑⲙⲏⲓ
ⲕⲁⲛ
ⲛⲟⲩⲕⲟⲩϫⲓ
ⲉⲡⲓⲙⲁ
ϧⲉⲛⲟⲩϩⲟϯ
ϩⲁⲛⲉⲃⲟⲗ
ⲉⲧⲁϥⲧⲱⲛϥ
ⲛⲁϥⲭⲏ
ⲡϣⲁϥⲉ
ⲛⲁⲩⲛⲏⲟⲩ
ⲁⲩⲙⲟϣⲓ
ⲉⲧⲁⲓⲓ
ⲉϥϩⲱⲟⲩ
ⲉⲡⲏⲓ
ⲛⲥⲱⲕ
ⲉϩⲣⲁϥ
ⲉⲫⲙⲟⲩ
ⲉⲡⲓⲉⲣⲫⲉⲓ
ⲛⲅ
ⲁⲩⲑⲱⲟⲩϯ
ϧⲁⲧⲟⲧⲟⲩ
ⲧϩⲓⲣⲏⲛⲏ
ⲁⲣⲉ
ⲛⲓⲁⲣⲭⲓⲉⲣⲉⲩⲥ
ⲉⲧⲟⲧⲟⲩ
ϧⲉⲛⲟⲩⲙⲉⲑⲙⲏⲓ
ⲫⲛⲁϩϯ
ⲛⲧⲉⲡⲱⲛϧ
ⲁⲩⲛⲁⲩ
ⲉⲫⲓⲟⲙ
ⲉⲑⲛⲁⲛⲉⲩ
ⲉϯⲙⲉⲧⲟⲩⲣⲟ
ⲙⲡⲁⲣⲉ
ⲫⲣⲉϥϯⲥⲃⲱ
ⲙⲡⲁⲓⲱⲧ
ⲥⲉⲭⲏ
ⲉⲧⲁϥⲙⲟⲩϯ
ⲛⲧⲉϥⲯⲩⲭⲏ
ⲛⲓϩⲃⲏⲟⲩⲓ
ⲉϥⲥⲁϫⲓ
ⲉⲡⲓⲥⲁϫⲓ
ⲉϫⲱⲓ
ⲁϥϩⲓⲧϥ
ⲛⲁⲩⲕⲱϯ
ⲁⲓϫⲟⲥ
ⲓⲧⲁ
ⲑⲏⲧ
ⲫⲙⲟⲩ
ⲛⲉⲧⲉⲛⲉⲣⲏⲟⲩ
ⲛⲛⲉⲧⲉⲛⲉⲣⲏⲟⲩ
ϧⲉⲛⲡⲓⲛⲁϩϯ
ϧⲉⲛⲟⲩⲡⲛⲉⲩⲙⲁⲉϥⲟⲩⲁⲃ
ⲥⲛⲟⲩϯ
ⲡⲓϫⲟⲓ
ⲙⲡⲓⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ
ⲱⲟⲩⲛⲓⲁⲧⲟⲩ
ⲙⲟⲓ
ⲉϥⲓⲣⲓ
ϧⲉⲛⲡⲥⲁϫⲓ
ⲛⲧⲉⲧⲉⲛⲉⲙⲓ
ⲛϫⲉⲛⲓⲙⲁⲑⲏⲧⲏⲥ
ⲛⲓⲙⲏϣ
ⲛⲁϥⲥⲁϫⲓ
ⲉⲑⲛⲁϣⲱⲡⲓ
ⲛⲓⲙⲁⲑⲏⲧⲏⲥ
ⲛⲁϩϯ
ϧⲉⲛⲁϣ
ⲙⲡⲓⲑⲣⲟⲛⲟⲥ
ⲛϣⲉⲙⲙⲟ
ⲟⲩϩⲱⲃ
ⲙⲙⲁⲩⲁⲧ
ϣⲟⲣⲡ
ϧⲉⲛⲛⲓⲉⲑⲛⲟⲥ
ⲉⲩⲥⲟⲡ
ⲛⲓⲥⲛⲏⲟⲩ
ⲡⲉϥⲓⲱⲧ
ⲉⲩⲙⲟⲩϯ
ϥⲭⲏ
ⲟⲩⲧⲁϩ
ⲛⲧⲉⲡⲓⲕⲟⲥⲙⲟⲥ
ⲛⲓϣⲏⲣⲓ
ⲧⲫⲉ
ⲭⲱ
ⲛⲧⲫⲉ
ⲉⲉⲣ
ⲡⲓⲟⲩⲱⲓⲛⲓ
ϩⲁⲛⲙⲏϣ
ⲉϥϩⲉⲙⲥⲓ
ⲉⲧϣⲱⲛⲓ
ⲛϧⲏ
ⲛϫⲟⲥ
ⲉⲧⲁⲩϣⲱⲡⲓ
ⲟⲩⲥⲁϫⲓ
ⲡⲓⲡⲛⲉⲩⲙⲁⲉⲑⲟⲩⲁⲃ
ⲉⲩⲕⲱϯ
ⲁϥⲉⲣ
ⲉⲧⲟϩⲓ
ⲙⲙⲱⲩⲥⲏⲥ
ⲛⲧⲉϥⲓ
ⲁⲩⲛⲁϩϯ
ⲁϥⲧⲏⲓϥ
ⲡⲥⲉⲡⲓ
ⲛϣⲏⲣⲓ
ⲉⲥⲑⲉ
ⲛⲓ
ϧⲉⲛⲛⲁⲓ
ⲛⲟⲩⲥⲏⲟⲩ
ⲙⲡⲓⲛⲟⲙⲟⲥ
ⲡⲉϥⲣⲁⲥϯ
ⲛⲧⲉⲡⲉⲛϭⲟⲓⲥ
ⲉⲙⲁⲩ
ⲉϯⲅⲁⲗⲓⲗⲉⲁ
ⲥⲁⲧⲟⲧⲟⲩ
ⲉϥϯⲥⲃⲱ
ⲛⲁϥϯⲥⲃⲱ
ⲉϩⲗⲓ
ⲁⲩϫⲟⲥ
ⲙⲡⲉϥⲥⲟⲛ
ϥⲟⲓ
ⲧⲱⲃϩ
ⲡⲓⲥⲱⲙⲁ
ϯⲟⲩⲱϣ
ⲣⲟⲩϩⲓ
ⲁϥⲙⲟϣⲓ
ⲉⲙⲓ
ⲉⲫⲣⲁⲛ
ⲏⲗⲓⲁⲥ
ⲛϫⲉϩⲁⲛⲟⲩⲟⲛ
ⲉϥⲟⲩⲱϣ
ⲙⲕⲁϩ
ⲛⲁⲩ
ⲙⲃⲉⲗⲗⲉ
ⲉⲓⲏⲥⲟⲩⲥ
ⲙⲙⲉⲑⲣⲉ
ϩⲉⲙⲥⲓ
ⲉϥⲟϩⲓ
ϧⲉⲛϯⲓⲟⲩⲇⲉⲁ
ⲙⲙⲏⲓⲛⲓ
ⲛⲧⲟⲧ
ⲛⲧⲏⲓ
ⲛⲧⲉⲛⲓⲉⲛⲉϩ
ⲛⲓⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ⲉⲡϭⲟⲓⲥ
ⲛⲧⲉⲡⲱⲟⲩ
ϯⲉⲕⲕⲗⲏⲥⲓⲁ
ⲃⲁⲣⲛⲁⲃⲁⲥ
ⲛⲧⲉⲫⲛⲁϩϯ
ⲉⲛⲭⲁⲓ
ⲏⲣⲱⲇⲏⲥ
ⲛⲁϥϣⲓⲛⲓ
ⲙⲡⲓⲙⲁ
ⲉⲧⲁⲩϣⲉ
ⲛⲧⲉϯⲅⲁⲗⲓⲗⲉⲁ
ⲉⲡϧⲁⲉ
ⲛⲧⲟⲧⲕ
ⲙⲡⲓⲥⲱⲙⲁ
ⲁⲣⲉϩ
ⲛϫⲉⲛⲓⲙⲏϣ
ⲧⲉϥϫⲓϫ
ⲛⲓⲣⲉϥⲙⲱⲟⲩⲧ
ⲛϫⲉⲛⲓⲫⲁⲣⲓⲥⲉⲟⲥ
ⲛⲛⲟⲩⲉⲣⲏⲟⲩ
ⲁϥϩⲟⲛϩⲉⲛ
ⲫⲣⲁⲛ
ⲫⲓⲗⲓⲡⲡⲟⲥ
ⲁⲓⲓ
ⲛⲛⲓϣϯ
ⲟⲩⲡⲣⲟⲫⲏⲧⲏⲥ
ⲙⲡⲓⲙⲏϣ
ⲥϩⲓⲙⲓ
ⲛⲟⲩⲥⲁϫⲓ
ⲉⲩⲙⲟϣⲓ
ϯⲥⲃⲱ
ⲉⲛⲟϩⲉⲙ
ⲛϯⲉⲕⲕⲗⲏⲥⲓⲁ
ⲧⲥ
ⲛⲕⲉⲛⲧⲉ
ϧⲉⲛⲛⲓⲣⲱⲙⲓ
ⲡⲓⲣⲉϥϯⲥⲃⲱ
ⲁϥϧⲱⲛⲧ
ⲙⲡⲓⲥⲏⲟⲩ
ⲙⲡⲉϥⲙⲑⲟ
ϯⲉⲙⲓ
ⲧⲉⲛⲥⲱⲟⲩⲛ
ⲉϥⲟϣ
ⲉⲓⲣⲓ
ⲉⲟⲩⲁⲓ
ⲛϩⲁⲛⲟⲩⲟⲛ
ⲛϩⲙⲟⲧ
ⲟⲩⲙⲉⲑⲙⲏⲓ
ϩⲁⲛⲣⲱⲙⲓ
ⲛϫⲉⲡⲁⲓⲱⲧ
ⲧⲓⲙⲟⲑⲉⲟⲥ
ⲡⲓⲁⲅⲅⲉⲗⲟⲥ
ⲟⲩⲁϩⲥⲁϩⲛⲓ
ⲛⲧⲉⲡⲓⲗⲁⲟⲥ
ⲟⲩⲕⲟⲩϫⲓ
ⲥⲁⲡⲉⲥⲏⲧ
ⲛⲟⲩⲣⲟ
ⲛϫⲉⲓⲱⲁⲛⲛⲏⲥ
ϧⲉⲛϯⲅⲁⲗⲓⲗⲉⲁ
ⲉϯⲃⲁⲕⲓ
ⲙⲏⲡⲟⲧⲉ
ⲡⲥⲁⲧⲁⲛⲁⲥ
ⲉϥⲙⲟϣⲓ
