un
filips
mājas
draugs
ņemiet
svētnīca
atļauts
valsts
dēli
saule
iesim
netaisnības
piecas
pavēli
tālu
četriem
pasaulei
kalpu
vīra
sēž
sakiet
kalpus
augšāmcelšanos
praviešu
jānotiek
koka
zobenu
saucas
jāzepa
gaismu
pārņēma
pacēla
visur
kļūt
trešā
ticētu
mēnešus
palikt
gaismas
priekšnieki
netiklības
godība
bijām
taisnība
bijāt
vismīļie
jēra
atstāt
neesi
mājā
sākot
piecēlās
dzīvoja
dzīvot
debesvalstība
iedams
muti
brālim
laulību
pilnīgs
gribi
pieskārās
atradis
iestājoties
mirušos
metās
domas
abi
apžēlojies
saņems
gudrību
sirdi
zīmi
lielāka
pārdeva
runājam
savai
nevajag
lauza
sludina
dzīvā
trešajā
iemantotu
tronī
darba
saņemt
netaisnību
kalpotu
vienas
viltus
kādas
redzēs
pareizi
nezinu
nostājās
skaļā
dzīvs
trim
pateica
ārpus
laba
priecājās
tēviem
pestīšanu
pestīšanas
zinādami
nenāk
dusmas
mīlēja
āzijā
vienprātīgi
baznīcas
timotejs
bagāti
lūdzam
jāzeps
runājis
izbijās
kuri
jūdejā
jānim
kristību
varā
atbildēdams
maize
galilejā
aicināja
altāra
lūdz
nabagiem
roka
kalpot
skatieties
mēru
izpilda
brīnumu
ļaunie
zaimo
nozīmē
vēlos
upuri
citādi
jūdass
dodiet
palieciet
taisnīgo
līdzīga
sabata
cerība
atveda
stāv
viņos
gudrība
gribēdams
barību
svaidīja
bailēs
laivas
asins
jācieš
pirmā
pielūkojiet
simts
pirmie
rīta
trešo
pusē
biķeri
vēlāk
cienīgi
ieraudzīja
drānās
kuram
septiņiem
iekšā
svētnīcu
visam
galam
lielas
parādīsies
ziniet
piecus
priekā
saņem
darījuši
zinādams
sevišķi
krusta
miruši
augšāmcēlies
sinagogas
ļauno
grēcinieki
gadu
septiņus
redzu
veda
spēka
brīnumus
simti
visai
svēts
nekādā
katrā
dusmu
nonākuši
kurp
rakstus
atvēra
pagodināts
tiesās
mīlu
devi
vīriem
draudzes
baznīcu
elkiem
žēlastībai
maķedoniju
nonācām
būsim
cerības
pretojas
jūdas
gadiem
tūliņ
velns
nācaretes
galileju
nesa
triekas
alga
praviešus
tiesai
sievieti
apgrēcina
tūkstoš
mīliet
ienīst
liekuļi
prāts
dzīvībā
vīram
vakaram
izdzina
gani
pārcēlās
gulēja
piedoti
gultu
žēlsirdību
mirusi
nāvē
jānāk
sievietēm
dzer
nāciet
apsēdās
līdzībās
tīrumā
padarīja
vēlies
dārza
vieta
šurp
svētīja
pieci
mirt
dažas
farizeju
glābt
ilgi
būšu
norāja
vaigu
klātbūtnē
liecinieku
labais
jādara
pestīts
naudas
lūgšanas
aicināti
patiess
ķeizaram
prāta
pirmās
pilni
līdzdalībnieki
dažus
darījusi
nolēma
lieldienas
gailis
dvēsele
pienākusi
tuvojas
kalpam
neatrada
zināja
rokā
paša
meklējat
sātana
atnākuši
važas
prātā
lietas
acīm
augsto
stipri
mūžīgā
otrreiz
neticēja
kārtas
eņģelim
bauslībā
vecāki
žēlastībā
dodu
noslēpumu
sarunājās
nāku
nepieciešami
asinīs
sūtīju
valodā
mājo
pazušanā
darbs
priecājos
pāvilam
apsolījumu
nevien
kalpošanai
pacietību
mīļie
apzīmogoti
pestītāja
top
miesās
heroda
izdzirdis
atnākusi
zeltu
aizgājuši
saucās
izpildītos
isajs
labus
nest
uguni
sludinādams
valstības
priecājieties
godā
atnācu
cilvēkus
debesvalstībā
mīli
tuvāko
nedara
dāvana
sēj
pati
bauslība
krastā
iekāpa
jūrai
iestājās
izdzen
ūdenī
grēki
ies
tikko
bijusi
dziedināt
pilsētās
pilsētām
krustu
pazaudēs
redzējāt
nepazīst
izsalcis
ceļmalā
pielīdzināma
zivis
vidus
mātei
staigājam
satvēra
zīmes
ciest
vecākajiem
savrup
pētera
negribēja
atstās
paliks
trūkst
pēdējie
nogāja
nezinām
negribu
reizi
attēls
bauslis
vietas
zvēr
sacītu
zaglis
uzticīgs
te
nodotu
domā
sēžam
vēlas
pavadīja
magdalēna
kapā
būsiet
gariem
tūlīt
is
citas
nespēja
nebīsties
staigāja
neēd
ceļ
uzlika
cēlies
dievnamā
farizejiem
iemesla
tautā
gaidīja
baltās
gudrībā
kareivji
sievietei
marta
bagāts
neticīgajiem
šīm
pestīti
divdesmit
tiesnesis
pateicos
pestīšana
nekādas
jērs
dzīvei
nevis
nākšu
brīdi
taisnīgais
apustuļu
skaits
eņģeļa
darbam
sirdsapziņa
kaunā
dusmām
bēdās
ceru
jūda
redzējām
atradīsiet
priekšu
augšā
mantas
valda
izpildīt
kalpoja
iesāka
zebedeja
izpaudās
sauksies
nokauj
atstāj
zobu
ienaidniekus
vajā
saņemsiet
slepenībā
vajadzīgs
tumsa
tiesāti
brāļa
ļauni
klints
kalna
guļ
uzcēlās
uzņēma
ejam
šejienes
domājat
maisos
meita
vesela
brīža
aklie
toms
zemei
vieglāk
brīdī
nonāvēs
nespēj
mācīt
grēcinieku
piedots
lasījuši
netiks
paziņoja
nesaprot
klausieties
izmeta
jauno
veco
brīv
vīriešu
ietu
labad
godina
mutē
līdzi
mozum
nometies
augšāmcelsies
sapulcējušies
meta
tādiem
kādus
strādniekiem
beidzot
kumeļu
pirmo
atmeta
klusu
īzāka
mirušo
iegūtu
svētī
sākums
nākam
devās
modri
gans
jaunās
tiesa
liecinieki
vārtiem
grēkojis
sist
zaimoja
audeklā
iepretim
atvērtas
ļaunajiem
pazina
levi
gaismā
pulks
tulkojumā
sūtīt
darbojas
nesaprata
kausu
nezināja
atraitne
kādi
tādas
radījis
lieldienu
rakstiem
apsūdz
dievā
augšienes
auga
gudrības
mācekļu
klausa
labumu
turpretī
atzītu
tumsībā
vārdam
liecina
apliecināja
netic
dzirdēs
runa
mūžīgās
mācība
mīlētu
redzēji
atvērt
mīlējis
grāmatas
acu
visos
barnabu
patīkams
ciešam
sauls
baznīcām
vīrietis
efezā
attiecas
pašiem
maldu
pacietīgi
bagātību
rada
apgraizītajiem
pārliecināts
padoti
miesai
svētu
pastāvīgi
padots
rakstīju
mācībai
bagātīgi
vienreiz
zvēra
īzāku
jāzepu
marijas
piepildītos
ķēniņa
pieaicinājis
rūpīgi
zvaigznes
ēģipti
nogalināja
ēģiptē
nenes
kāju
isaja
tumsā
gar
tīklus
sekojiet
ciešanu
uzkāpa
nedomājiet
uzskata
neesiet
pielūdz
kārdināšanā
atļauj
lūgtu
ieies
tīrs
vesels
ābrahamu
raudāšana
slimības
paklausa
sūti
gultā
saprast
drānas
drēbēm
tiklīdz
maz
svārkus
māja
pilsētai
valdnieku
ienaidnieki
sludinātu
skatīt
niedri
tirgus
dzēra
atdevis
upura
kļuvusi
otra
dvēselei
stipra
varat
mute
taviem
putni
neredz
dzirdēt
vajāšanas
rūpes
māsas
aiznesa
bausli
sacīdama
redzam
rauga
tūkstošiem
ikvienam
uzturējās
mazajiem
divām
būsi
notikušo
grūti
uzlūkoja
vakars
sagatavojis
valdnieki
daudzu
rakstos
slepkavas
cieta
māci
apprecēja
jautāt
rabbi
sodu
nāktu
reizes
neredzēsiet
gala
stipru
iecēla
eļļu
līgavainis
talentus
radīšanas
maniem
dzīvē
pabeidzis
svētku
sudraba
nodod
ēdiet
jauna
pagājis
aizbēga
tālienes
ķēniņ
stundai
steidzās
viņām
ticiet
evaņģēlijam
durvju
teikt
dzirdējis
sabatu
pastāvēt
važās
naktīm
visaugstākā
druskām
meitas
nākuši
izveda
pagriezies
jātop
kristībā
tieku
nestu
manam
sāks
svētki
nostājies
pieskaitīts
nomiris
pasludināja
bijuši
vecs
kalpošanas
žēlsirdība
izpildītu
pašas
spējīgs
apmēram
laikam
netika
atraitnes
gandrīz
nākas
nakti
farizejs
briesmās
vīrus
nicina
klausīties
sūtīšu
iecēlis
dzīve
neatrodu
pretoties
lācars
pateicību
desmito
redzīgs
goda
kurai
teicu
jūds
ticam
neticat
palicis
grēkos
neziņā
tēvā
godam
devu
bērniņi
vienoti
trauks
lietu
ciešanām
sludinām
cietuma
izglāba
ēģiptes
apkārt
saul
antiohijā
apliecina
gadi
agripa
gribētu
cerību
runātu
aicināts
pestīšanai
grēkojuši
apgraizīšana
locekļus
svēti
tiesības
moz
sirdsapziņas
tumsības
svētie
locekļi
radīts
ķermenis
pilnīga
mirušie
dzīvniekiem
draudzēm
ciešanās
lielo
izvairies
upurus
visvarenais
uzvarēs
zvēru
salomons
verdzības
paaudzes
pieņēma
pielūgt
izies
apstājās
mariju
iemests
atvērās
veidā
kārdināts
nedzīvo
ikviena
rādīja
kafarnaumā
robežās
atstājuši
slava
iemantos
labos
izpildīsies
elles
upurē
muitnieki
noslēpumus
manta
ienīdīs
aug
rīt
vari
izmet
čūsku
labas
vēlaties
ved
avju
ērkšķiem
virsnieks
griešana
ieradās
iznāca
iekāpis
vīns
atgriezies
meitiņa
izsmēja
velnu
žēl
slimos
ceļa
sūtu
neseko
laikiem
nogalināt
ielās
akls
izdzenu
zaimi
labiem
dienvidu
nokrita
saknes
dzirdēšanai
dzirdēsiet
taisnīgie
vēlējās
redzat
viltība
saprot
sēklu
radās
pārdod
neticības
bļodā
noskuma
pazinuši
veseli
ļaunas
nolika
kārdinādami
vieni
saistīts
nesaka
nost
nenotiek
zaudējumu
ķēniņi
lielākais
grēko
nokritis
denāriju
parādā
jautā
ciltis
agrumā
dārzā
izmanto
cirta
slepkavu
lūgsiet
izpildīja
dārzu
aizceļoja
tālumā
mantinieks
kāzu
ienāca
viltību
kārdināt
atdodiet
likumā
nekļūtu
izlietas
nepaliks
valsti
bads
še
atnākšanu
padebešos
tādā
atver
aizgāju
svešinieks
trīsdesmit
olīvkalnu
trīskārt
izvilka
nocirta
trijās
zaimus
pelnījis
kalpone
biji
noliedza
raudāja
svētkos
barabu
izdalīja
pilāta
ielika
pēdējā
kareivjiem
kristīja
dažādām
neļāva
ārpusē
nolaida
pateikt
iedami
sīmanim
māsa
pieņem
apspiešanas
nepaliek
apslēpts
lielus
sacēlās
vējš
runājot
dzirdot
uzzināja
liek
uzgāja
parādību
apgāna
uzlūkojis
vismīļais
pavēlu
pēdējais
neredzīgs
trauku
ērkšķu
mīlēt
labprāt
klausījās
pateicis
mēness
atnākot
neraudzētās
apsolīja
jēru
dziesmu
apgrēcību
liecināja
pravieto
ceļus
pirmajā
jaunekli
redziet
pārējiem
sākumā
lūgšana
mūžības
žēlsirdības
pagājušas
neredzēs
zobens
gadā
piekrita
ļaunumu
pateicība
sniedz
rādīšu
ēstu
piecdesmit
piedod
pagāja
citāds
spožums
atklāts
gatavi
vēlēšanās
ilgojos
varbūt
nedeva
pretī
mokas
mozu
taisnīgu
atvest
uzticams
noliedz
derība
izcēlās
runām
patiesa
nākusi
darīdams
pieņēmis
samarijas
pazītu
vajāja
taisnīga
pazīstu
lielajā
aizeju
atzīsiet
vergs
uzmodinājis
neilgi
neredzētu
atnākšu
atstāju
brāļu
balsis
paļāvībā
ananija
vestu
āzijas
pēcnācējiem
priekšnieku
mantojuma
cēzarejā
bijībā
dzīvu
baznīca
kuģī
dzemdinājis
elku
pavēles
kļuvāt
pāvila
braucām
kuģi
četrus
ticis
pateicībā
kalpoju
dažiem
rakstīt
pasludināts
mantinieki
pacietība
reiz
tiecas
attiecībā
parādītu
attiecīgi
centieties
ķildas
garīgi
galva
svētību
padevīgi
stiprina
paļāvība
trūkumā
prombūtnē
dzīvojiet
noslēpums
atzīšanā
labam
izlēja
atdarīja
pūķis
babilonas
celt
slepeni
jeruzaleme
mācītājus
valdīs
zvaigzne
iegājuši
upurēja
sapnī
paliec
daļā
kristītājs
pašam
atzinuši
saknēm
kristīju
kurpes
velna
piestājās
sacīt
vajās
runās
spīd
mācīs
pildīs
pēdējo
locekļiem
ellē
pārkāpj
nemaz
tronis
vaigā
debestēvs
patīk
noskumuši
pļauj
pietiek
atrod
lietus
vēji
iešu
kļūs
dziedināja
putniem
jūra
piedot
nobijās
sēžot
grēciniekiem
grēciniekus
priekšnieka
izdzīt
muitnieks
iskariots
avīm
putekļus
gudri
vedīs
jārunā
vecākiem
belcebulu
mati
atradīs
taisnīgā
gaidām
kristītāju
mazākais
cilti
sēd
dziesmas
muitnieku
labpatika
izstiepa
manai
pasludinās
mēms
atgriezīšos
nokalta
bagātības
ienaidnieks
atlaidis
tīrums
sēkla
tīrumu
nonācis
dzimšanas
zvēresta
nocērt
atlaid
pacēlis
paēda
grozus
apgabalā
savs
aklo
turieni
neatbildēja
sūtīts
sieviet
saduceji
paņemt
saduceju
nesaprotat
jonas
tikt
aizliedz
baltas
celieties
neredzēja
neatzina
atvediet
prom
mūžīgajā
kalnos
neiet
priecājas
ieguvis
neklausīs
baznīcai
atdot
pasauca
dzimuši
miesām
uzlicis
piederēja
kurnēja
varam
atpestīšanai
hozanna
pirka
lapas
lūgšanā
teiksim
neticējāt
brīnums
aizturēt
karaspēku
māca
trešais
sanākuši
atbildēt
neuzdrošinājās
negrib
pirkstu
tīra
netaisnība
lasa
izredzēto
neticiet
zari
nezudīs
laulībā
uzticīgais
pārnācis
darām
kalpa
atskanēja
jaunavas
devuši
kreisi
runas
gabalus
sagatavoja
pulka
dziedās
noliegsi
skūpstīja
ausi
zvērinu
nācarieti
pārvaldnieka
atbrīvot
slavas
skaudības
purpura
mēteli
sistu
kauliņus
tīrā
piegājis
sargi
uzrunāja
steigšus
nožēlošanas
atraisīt
piedraudēja
priesterim
runu
vietās
sabats
iecelts
visapkārt
stāvēdami
pilda
netiek
atņem
priecīgi
augļi
līdzībā
atsevišķi
vējam
viņpus
apgabala
robežām
savējiem
priekšniekiem
veselu
tici
mielastu
zivīm
guļam
miestā
priesteru
klausiet
ticēt
novietoja
nemirst
neieies
uzlūkodams
valdniekiem
sēdies
tavām
sēdēdams
iemeta
eļļas
sejā
galilejietis
apsūdzēja
daudzās
pūlis
droši
nedēļas
elizabete
negodu
troni
kalpones
derību
zvērestu
bērniņu
kristījās
slimoja
upurēt
atgriezties
daudzums
paēduši
ikvienu
ikkatru
vecākos
varai
attaisno
domāju
manām
sanāca
klausās
ejot
septiņdesmit
gandarītu
priecādamies
gaiša
viltības
iekšpusē
runādams
gaida
vecākais
kauns
lācaru
netaisnīgi
krūtīm
kopš
piecēlies
valdītu
brīnumiem
nedrīkst
notikt
nepieviļ
valodu
apspiešana
lieldienām
trūka
ebreju
loceklis
piebiedrojās
vienpadsmit
šinīs
apsolīto
tērpti
seši
nikodēms
dzīvnieki
mūžīgai
tādus
atnākt
atdzīvina
patiesībai
brauca
pateikdamies
mannu
pazīstam
strīdējās
dzīvoju
apmeklēt
savstarpēji
nolādēts
pēcnācēji
izpildīs
saņēmu
gaismai
daļas
domās
skumjas
ticējuši
kareivju
uzrakstīts
jauns
liec
pavēlēdams
mēle
cerībā
dāvidu
ticīgie
augstajā
nepazina
svēta
damaskā
ķēniņiem
mēģināja
grieķiem
svētos
aizrauts
barnaba
pagājuši
dzelzs
solījumu
maķedonijas
kungi
pārvaldniekiem
sludinu
apolls
briesmas
palikām
važām
uzzināt
tavai
fēsts
neprātīgi
kuģa
liecinieks
atzīšanu
lēnprātības
zināšanas
uzticību
nevajadzētu
parādītos
neticībā
sists
grēkam
dzīvosim
karo
patikt
radība
gribas
paklausīgi
kurām
pienākumu
sveša
pilnībā
lūgšanās
neprātība
nespēcīgs
pastāv
tiekam
draudzēs
rūpējas
būdama
bauslībai
vīrieša
saprašanu
nemīl
draudzei
panesat
vēstule
redzams
evaņģēlijs
lēnprātībā
sadraudzība
apliecinu
pļaus
stāvokli
aicinājuma
pazemībā
pilnību
dievbijībā
glabā
apsolījumus
pravietojumu
melhizedeka
iekārtu
kārībās
sentēviem
zīmogu
bazūnēja
bezdibeņa
babilona
četrpadsmit
miega
zvaigzni
priesterus
sūtīdams
aizgājis
atbildi
jāzepam
sacīšu
apkārtnē
nācarietis
sagatavojiet
medus
cienīgus
nocirsts
nolaižamies
slimību
apsēstos
piepildīti
sāls
neder
celta
atcelt
nokaut
pārkāpt
aci
nedarītu
atalgos
stāvot
zagļi
tumša
mīlēs
ēdīsiet
barība
lauka
met
meklējiet
netiesājiet
skabargu
zivi
vārti
ceļš
iekšienē
gāzās
cēla
sagruva
izstiepis
topi
cieš
izraēlī
ticējis
glāb
klusums
vētra
galu
pastāstīja
ārsts
mācieties
taisnīgos
maisi
ticat
parādība
gana
pļauja
sūta
strādniekus
alfeja
maksas
somu
cienīga
izejot
mācītāju
bīstieties
pazudināt
iegūst
gājāt
vēja
lieto
pravietoja
pieņemt
brīnumi
atklāt
dvēselēm
izredzēju
likšu
nedzirdēs
pastāvēs
pārpilnības
vēlamies
notiesās
dzirdētu
salomona
simtkārtīgus
atņemts
dzirdi
skatīdamies
dzirdat
iesēts
nomāc
kviešus
sējis
pērk
savāca
beigās
līdzības
herodijas
patika
miestos
atnesiet
pilnus
lūpām
pamata
likumus
sagāna
aklais
vada
tiras
palīdzi
ak
pateicības
grozu
eliju
sekot
seja
sniegs
elijam
krīt
kalnam
sastapa
sīman
pasaucis
kaklā
piesietu
dzirnakmeni
meklēt
ķēniņam
pārdot
atdod
atļāva
jaunības
atstājām
sesto
stāvat
pirmajiem
strādāja
nedaru
kreisajā
lūdzat
dzeršu
jeruzalemei
zarus
augstībā
mutēm
darīsiet
sacīsiet
mācot
netikles
uzcēla
augļu
kaunēsies
strādnieki
mantojumu
cēlāji
stūrakmens
sarīkoja
kāzas
pārējie
apspriedās
personu
pazīdams
miroņu
krēslā
smagas
siksnas
laukumos
atraitņu
biķera
ārienes
laikos
liecināt
altāri
sūtīti
atnākšanas
pievils
daudzos
bēg
zibens
rodas
izredzētos
vējiem
zudīs
jāzina
sasauca
spējām
pieņēmāt
slims
atbildēs
kaifa
izdevību
novietojās
pateici
piedošanai
aiziešu
guļot
nodevējs
sveicināts
atminējās
skaties
piepildījās
maksu
soģa
kroni
sajauktu
piesituši
aizskrēja
daļās
sieviešu
apsargāt
pielika
aizies
pildīt
rakstījis
jordānas
paliekam
izej
tuksnešainā
ciemos
pielūko
pulku
naidā
šķelšanās
ieejot
lieciet
vērā
sirpi
iedzīvotāji
pilnā
palīdzību
pagriezās
priekšniekam
jēkabam
meitiņas
satvēris
virsniekiem
iekāpuši
malā
sadalīja
apklusa
ieražām
cilvēkā
nesacīt
atvēris
izglābs
griezās
šķiras
bagātība
piegājuši
kristīts
saukt
glābusi
ticēs
lūgdami
piedodiet
tukšā
upuriem
lieku
staigāt
upuru
bagātie
nabaga
andrejs
bēdu
notikusi
nodot
jāpiepildās
sildījās
nepareizi
liecības
pārmet
augsti
šaustīja
simtnieks
skatījās
pagājusi
svaidāmās
zāles
dzers
zīmēm
zaharijs
nevainojami
gados
sagatavotu
piepildīsies
bīstas
parādīja
vēlētos
taisnībā
piepeši
pievienojās
astoņas
upurētu
pirmdzimtais
runāts
ieraduma
pārsteigti
nesiet
domāt
teikts
sešus
kaitēm
piepildīja
puses
baiļu
nepilda
vecais
filipu
izdziedināti
turpretim
draugus
pakļauts
pakļauti
slimo
ataicinājis
asarām
matiem
sakāms
susināja
sveci
ilgu
ieiesiet
parādījies
dzirdu
gribēs
nezinādams
mākonis
sludini
derīgs
namam
uzņems
ierakstīti
sātanam
pēdējās
saitēm
valdības
katras
neprātīgais
vērojiet
apjozies
kalpos
ēdīs
šķelšanos
galilejieši
sagatavots
gadījumā
atradu
teļu
ciešu
saņēmi
moku
tīri
iznīcināja
neapgrūtinātu
piesauc
minas
ienīda
pakaļ
nolicis
turpināja
lielāku
saules
jaunā
manās
priekšniekus
piesists
runājuši
piedošana
